region,spp.name,extant,env.opt,time.of.origin,time.of.extinction,time.of.sp.origin,time.of.sp.extinction,reg.env,carry.cap
8,387,0,36.8322363315472,728,736,607,30001,29.0909090909091,10000
8,93,0,38.0968552141856,728,729,501,30001,29.0909090909091,10000
8,60,0,37.1786932701087,728,733,469,30001,29.0909090909091,10000
8,120,0,36.4004190983646,728,738,520,30001,29.0909090909091,10000
8,977,0,37.7848513105154,728,729,680,30001,29.0909090909091,10000
8,1256,0,36.783486201865,728,729,701,30001,29.0909090909091,10000
8,1104,0,36.5948888470218,728,734,689,30001,29.0909090909091,10000
8,733,0,37.1616911979874,728,729,657,30001,29.0909090909091,10000
8,1208,0,38.329297726011,728,729,698,30001,29.0909090909091,10000
8,676,1,35.7406521091185,665,30001,652,30001,29.0909090909091,10000
8,548,0,36.5072192066037,702,704,635,30001,29.0909090909091,10000
8,730,0,36.2771089008295,665,675,656,30001,29.0909090909091,10000
8,878,0,36.2226101982588,703,716,671,30001,29.0909090909091,10000
8,369,0,36.28746006045,703,711,605,30001,29.0909090909091,10000
8,1261,1,32.6592648312109,703,30001,702,30001,29.0909090909091,10000
8,343,0,37.0760133815951,703,704,600,30001,29.0909090909091,10000
8,618,0,36.4136704456655,703,717,644,30001,29.0909090909091,10000
8,316,0,36.5911831352505,703,714,593,30001,29.0909090909091,10000
8,451,0,37.6141142394811,703,704,619,30001,29.0909090909091,10000
8,260,0,37.8149895995638,703,705,581,30001,29.0909090909091,10000
8,113,0,36.4434873508099,703,743,518,30001,29.0909090909091,10000
8,953,0,35.9681417234099,683,684,679,30001,29.0909090909091,10000
8,619,0,36.9628008424366,703,704,644,30001,29.0909090909091,10000
8,1759,1,34.1880019500672,728,30001,725,30001,29.0909090909091,10000
8,1763,1,33.1807762059955,728,30001,725,30001,29.0909090909091,10000
8,1803,1,32.9874428421221,728,30001,727,30001,29.0909090909091,10000
8,352,0,36.9637470389677,728,729,602,30001,29.0909090909091,10000
8,1727,1,34.9020128037947,728,30001,724,30001,29.0909090909091,10000
8,1781,1,33.9418944235489,728,30001,726,30001,29.0909090909091,10000
8,297,1,35.7045420325942,595,30001,589,30001,29.0909090909091,10000
8,56,0,38.4534974146708,595,596,463,30001,29.0909090909091,10000
8,3,0,37.474673700604,595,596,220,30001,29.0909090909091,10000
8,293,0,38.2907881246259,703,704,588,30001,29.0909090909091,10000
8,950,1,35.8485757111734,683,30001,678,30001,29.0909090909091,10000
8,229,0,37.0038857075272,703,704,568,30001,29.0909090909091,10000
8,985,0,36.6794704742912,683,684,681,30001,29.0909090909091,10000
8,997,1,34.2447821879459,683,30001,682,30001,29.0909090909091,10000
8,1023,0,37.863404557169,703,704,684,30001,29.0909090909091,10000
8,960,0,36.4989460674429,683,721,679,30001,29.0909090909091,10000
8,956,1,35.4339623165433,683,30001,679,30001,29.0909090909091,10000
8,405,0,37.5935586450134,703,704,611,30001,29.0909090909091,10000
8,214,0,38.0475956741217,703,704,564,30001,29.0909090909091,10000
8,10,0,36.2427504031237,703,716,334,30001,29.0909090909091,10000
8,485,0,37.3651338414445,729,731,624,30001,29.0909090909091,10000
8,1722,1,31.799728646248,729,30001,724,30001,29.0909090909091,10000
8,1285,1,33.7754830357513,703,30001,703,30001,29.0909090909091,10000
8,703,0,36.9611392494877,729,730,654,30001,29.0909090909091,10000
8,960,0,36.4989460674429,729,737,679,30001,29.0909090909091,10000
8,539,0,37.9650623816017,729,730,633,30001,29.0909090909091,10000
8,20,0,37.9296735714757,729,731,389,30001,29.0909090909091,10000
8,875,0,36.7328927626817,729,731,671,30001,29.0909090909091,10000
8,897,0,36.7009394770493,729,733,673,30001,29.0909090909091,10000
8,51,0,38.4295353679119,729,730,456,30001,29.0909090909091,10000
8,1178,0,37.1160198776488,729,730,696,30001,29.0909090909091,10000
8,886,0,36.2102879673733,729,742,672,30001,29.0909090909091,10000
8,351,0,36.9631563665965,729,730,602,30001,29.0909090909091,10000
8,640,0,38.6564720924905,729,730,647,30001,29.0909090909091,10000
8,1035,0,38.1136052087409,729,730,685,30001,29.0909090909091,10000
8,1416,1,35.7875857721158,729,30001,710,30001,29.0909090909091,10000
8,317,0,37.1201976427802,729,730,593,30001,29.0909090909091,10000
8,807,0,37.4408086635412,729,731,665,30001,29.0909090909091,10000
8,1422,1,35.6459708192728,729,30001,710,30001,29.0909090909091,10000
8,1475,0,36.6536845112467,729,741,712,30001,29.0909090909091,10000
8,1485,0,38.3897218307372,729,730,713,30001,29.0909090909091,10000
8,779,0,36.5092173351441,729,746,661,30001,29.0909090909091,10000
8,331,0,36.2609689931142,729,736,597,30001,29.0909090909091,10000
8,1500,0,38.0232324561325,729,731,714,30001,29.0909090909091,10000
8,101,0,37.5570380875251,729,730,508,30001,29.0909090909091,10000
8,1380,0,36.3268535313963,729,732,708,30001,29.0909090909091,10000
8,1371,0,37.2439843340854,729,730,708,30001,29.0909090909091,10000
8,835,0,37.1037894721095,729,730,668,30001,29.0909090909091,10000
8,619,0,36.9628008424366,729,731,644,30001,29.0909090909091,10000
8,1088,1,35.5716647659726,729,30001,688,30001,29.0909090909091,10000
8,341,0,37.4635019990294,728,729,599,30001,29.0909090909091,10000
8,957,0,36.8098015032287,729,730,679,30001,29.0909090909091,10000
8,1366,0,37.2562549953281,729,730,707,30001,29.0909090909091,10000
8,894,1,34.9314544935309,729,30001,672,30001,29.0909090909091,10000
8,1624,1,34.5088065896903,729,30001,720,30001,29.0909090909091,10000
8,239,0,37.2266201213935,729,730,571,30001,29.0909090909091,10000
8,1568,0,36.6038092842908,729,741,716,30001,29.0909090909091,10000
8,1675,1,35.0691551403978,729,30001,722,30001,29.0909090909091,10000
8,1576,1,34.3041386797207,729,30001,717,30001,29.0909090909091,10000
8,1577,0,36.821085992931,729,731,717,30001,29.0909090909091,10000
8,1787,1,33.5874246188213,729,30001,726,30001,29.0909090909091,10000
8,778,0,36.8953213557973,729,742,661,30001,29.0909090909091,10000
8,1623,1,35.6159555938138,729,30001,719,30001,29.0909090909091,10000
8,1730,1,34.9661936609727,728,30001,724,30001,29.0909090909091,10000
8,1668,0,36.6417677422586,729,734,721,30001,29.0909090909091,10000
8,1160,0,37.4553539401144,729,730,694,30001,29.0909090909091,10000
8,327,0,36.9430477420284,729,730,596,30001,29.0909090909091,10000
8,1207,0,36.70841691184,728,740,698,30001,29.0909090909091,10000
8,1465,0,38.6616456872837,730,731,712,30001,29.0909090909091,10000
8,1725,1,35.4241145348394,730,30001,724,30001,29.0909090909091,10000
8,1680,1,34.3149616567766,730,30001,722,30001,29.0909090909091,10000
8,1661,1,34.1316723946013,730,30001,721,30001,29.0909090909091,10000
8,1265,1,35.4650385464621,707,30001,702,30001,29.0909090909091,10000
8,1753,0,36.7849212165965,730,733,724,30001,29.0909090909091,10000
8,728,0,38.1511016853956,694,695,656,30001,29.0909090909091,10000
8,1689,1,34.5128973444081,730,30001,722,30001,29.0909090909091,10000
8,1804,1,31.040399892193,730,30001,727,30001,29.0909090909091,10000
8,131,1,36.1696797068676,694,30001,526,30001,29.0909090909091,10000
8,521,0,37.7236202212275,730,731,630,30001,29.0909090909091,10000
8,167,0,38.670058883127,730,731,547,30001,29.0909090909091,10000
8,339,0,38.1073185651168,694,695,599,30001,29.0909090909091,10000
8,1617,1,34.30282461574,730,30001,719,30001,29.0909090909091,10000
8,1769,0,36.7877972436981,730,733,725,30001,29.0909090909091,10000
8,1849,1,33.3823252958437,730,30001,729,30001,29.0909090909091,10000
8,168,0,37.0733069779776,694,695,547,30001,29.0909090909091,10000
8,474,0,37.0789838489362,707,710,623,30001,29.0909090909091,10000
8,171,0,37.1702498583326,730,734,549,30001,29.0909090909091,10000
8,1129,0,38.0923726767603,730,731,691,30001,29.0909090909091,10000
8,944,0,36.9294281116897,730,736,677,30001,29.0909090909091,10000
8,261,0,37.6601078655355,730,731,582,30001,29.0909090909091,10000
8,512,0,37.3687251582378,730,732,628,30001,29.0909090909091,10000
8,421,0,37.9013227342243,730,731,615,30001,29.0909090909091,10000
8,237,0,36.5828099175544,730,736,570,30001,29.0909090909091,10000
8,1213,0,38.443443123691,730,731,699,30001,29.0909090909091,10000
8,127,0,36.7830539182198,730,732,525,30001,29.0909090909091,10000
8,905,0,37.4278546823426,730,732,673,30001,29.0909090909091,10000
8,738,0,36.7588208580681,730,735,657,30001,29.0909090909091,10000
8,67,0,36.4012399883746,730,761,477,30001,29.0909090909091,10000
8,562,0,37.461728335659,730,731,637,30001,29.0909090909091,10000
8,520,0,36.5206851766231,730,731,630,30001,29.0909090909091,10000
8,582,0,38.0730631876033,730,731,639,30001,29.0909090909091,10000
8,1252,0,37.6698311843994,730,734,701,30001,29.0909090909091,10000
8,1172,0,36.1882745075632,730,753,696,30001,29.0909090909091,10000
8,168,0,37.0733069779776,730,732,547,30001,29.0909090909091,10000
8,695,0,36.8753579314627,730,731,654,30001,29.0909090909091,10000
8,1632,1,34.984646828615,730,30001,720,30001,29.0909090909091,10000
8,316,0,36.5911831352505,730,740,593,30001,29.0909090909091,10000
8,1657,1,35.6159824586995,730,30001,721,30001,29.0909090909091,10000
8,369,0,36.28746006045,730,737,605,30001,29.0909090909091,10000
8,882,0,37.136106586365,694,695,672,30001,29.0909090909091,10000
8,938,1,33.7704737764538,706,30001,676,30001,29.0909090909091,10000
8,163,0,37.0768668176676,706,707,545,30001,29.0909090909091,10000
8,738,0,36.7588208580681,706,714,657,30001,29.0909090909091,10000
8,1297,1,33.4076300033151,706,30001,704,30001,29.0909090909091,10000
8,73,0,36.9284467549738,706,713,481,30001,29.0909090909091,10000
8,1263,1,34.576775445221,706,30001,702,30001,29.0909090909091,10000
8,1087,0,39.3693104795339,706,707,688,30001,29.0909090909091,10000
8,1025,0,37.4802506156211,692,693,684,30001,29.0909090909091,10000
8,1315,1,35.3304583696453,706,30001,705,30001,29.0909090909091,10000
8,1316,1,33.3695260926962,706,30001,705,30001,29.0909090909091,10000
8,471,0,36.7541916540116,706,718,622,30001,29.0909090909091,10000
8,550,1,35.8782729533061,692,30001,636,30001,29.0909090909091,10000
8,299,0,36.7372146794938,706,708,590,30001,29.0909090909091,10000
8,946,1,35.3362828143073,692,30001,677,30001,29.0909090909091,10000
8,867,0,37.7104074145214,711,712,670,30001,29.0909090909091,10000
8,1062,1,32.3370082580587,692,30001,687,30001,29.0909090909091,10000
8,312,0,36.6358486660247,692,697,592,30001,29.0909090909091,10000
8,1057,0,37.2449605638398,692,693,686,30001,29.0909090909091,10000
8,926,1,34.6234164872759,692,30001,675,30001,29.0909090909091,10000
8,789,0,36.6857129744332,731,737,663,30001,29.0909090909091,10000
8,1280,0,37.8934705039247,731,732,702,30001,29.0909090909091,10000
8,210,0,37.7563817886525,731,732,563,30001,29.0909090909091,10000
8,317,0,37.1201976427802,731,733,593,30001,29.0909090909091,10000
8,1270,0,38.9422235099054,731,732,702,30001,29.0909090909091,10000
8,1317,1,35.496265377907,706,30001,705,30001,29.0909090909091,10000
8,123,0,37.92070373611,707,708,523,30001,29.0909090909091,10000
8,489,0,36.6297402352853,707,709,625,30001,29.0909090909091,10000
8,1134,0,36.6757427954736,707,713,692,30001,29.0909090909091,10000
8,1298,1,32.3384191880579,707,30001,704,30001,29.0909090909091,10000
8,327,0,36.9430477420284,707,708,596,30001,29.0909090909091,10000
8,323,0,36.9494076434715,707,715,595,30001,29.0909090909091,10000
8,242,0,36.8039173732817,707,715,572,30001,29.0909090909091,10000
8,16,0,37.1812205459229,707,708,363,30001,29.0909090909091,10000
8,660,0,37.3014553001076,707,708,649,30001,29.0909090909091,10000
8,298,0,37.5347332040665,707,710,589,30001,29.0909090909091,10000
8,357,0,36.470357414414,707,719,603,30001,29.0909090909091,10000
8,951,0,37.4854495948633,707,708,678,30001,29.0909090909091,10000
8,799,0,37.3788827494845,707,710,664,30001,29.0909090909091,10000
8,1290,1,35.7943157010994,707,30001,703,30001,29.0909090909091,10000
8,1151,1,33.6860768491649,707,30001,693,30001,29.0909090909091,10000
8,755,0,37.5416257754071,694,696,659,30001,29.0909090909091,10000
8,558,0,37.9082654482676,650,651,636,30001,29.0909090909091,10000
8,324,1,34.9348248957656,609,30001,595,30001,29.0909090909091,10000
8,171,0,37.1702498583326,672,674,549,30001,29.0909090909091,10000
8,462,0,38.1838964712459,672,673,621,30001,29.0909090909091,10000
8,126,0,36.6064886395222,672,675,524,30001,29.0909090909091,10000
8,330,0,36.9859724030604,672,673,596,30001,29.0909090909091,10000
8,1724,1,35.0493521653875,731,30001,724,30001,29.0909090909091,10000
8,607,0,36.5544760794992,731,734,643,30001,29.0909090909091,10000
8,523,0,38.3843582312103,731,732,630,30001,29.0909090909091,10000
8,1473,1,35.9159738653396,731,30001,712,30001,29.0909090909091,10000
8,1665,1,35.3433896437574,731,30001,721,30001,29.0909090909091,10000
8,1382,0,36.6561998300526,731,740,708,30001,29.0909090909091,10000
8,773,0,36.4813206784968,731,744,661,30001,29.0909090909091,10000
8,1736,0,36.3811931582052,731,739,724,30001,29.0909090909091,10000
8,1806,1,32.8541696289637,731,30001,727,30001,29.0909090909091,10000
8,1792,1,34.1960872043086,731,30001,726,30001,29.0909090909091,10000
8,408,0,37.0726687835013,731,732,611,30001,29.0909090909091,10000
8,1656,0,36.6544913414407,731,743,721,30001,29.0909090909091,10000
8,671,0,37.023327422137,731,732,651,30001,29.0909090909091,10000
8,265,0,38.4454556318841,731,732,583,30001,29.0909090909091,10000
8,1834,1,35.6516430481679,731,30001,728,30001,29.0909090909091,10000
8,1852,1,33.0585340994697,731,30001,729,30001,29.0909090909091,10000
8,1846,1,32.5388675748229,731,30001,729,30001,29.0909090909091,10000
8,1563,1,35.8009741251719,731,30001,716,30001,29.0909090909091,10000
8,153,0,37.0462033111505,714,715,541,30001,29.0909090909091,10000
8,897,0,36.7009394770493,714,719,673,30001,29.0909090909091,10000
8,809,0,37.7898239908738,714,715,665,30001,29.0909090909091,10000
8,277,0,36.5276759930809,714,722,586,30001,29.0909090909091,10000
8,1104,0,36.5948888470218,714,721,689,30001,29.0909090909091,10000
8,413,0,36.8430863297359,714,716,612,30001,29.0909090909091,10000
8,945,0,37.0968295759496,714,715,677,30001,29.0909090909091,10000
8,949,0,37.2382883212466,714,716,678,30001,29.0909090909091,10000
8,161,0,38.2712718817097,714,715,545,30001,29.0909090909091,10000
8,963,0,36.3774916509261,714,723,679,30001,29.0909090909091,10000
8,370,0,37.0017012927696,714,716,605,30001,29.0909090909091,10000
8,841,0,37.6515774170669,714,715,668,30001,29.0909090909091,10000
8,411,0,36.7671013679876,714,717,612,30001,29.0909090909091,10000
8,789,0,36.6857129744332,714,727,663,30001,29.0909090909091,10000
8,1218,0,37.8284521645803,714,715,699,30001,29.0909090909091,10000
8,1157,0,38.3582700207023,714,715,694,30001,29.0909090909091,10000
8,801,0,37.1578504552274,714,715,664,30001,29.0909090909091,10000
8,1397,1,36.1103260639151,714,30001,709,30001,29.0909090909091,10000
8,1152,0,36.3979647151454,714,737,693,30001,29.0909090909091,10000
8,1220,0,37.1639482757032,714,716,699,30001,29.0909090909091,10000
8,1211,0,36.8264458159377,732,739,699,30001,29.0909090909091,10000
8,916,0,36.6338967645447,732,733,674,30001,29.0909090909091,10000
8,569,0,36.7328860566002,732,733,638,30001,29.0909090909091,10000
8,34,0,36.7225493431494,732,735,426,30001,29.0909090909091,10000
8,1161,1,36.3552082808946,732,30001,695,30001,29.0909090909091,10000
8,424,0,38.4348627788466,732,733,615,30001,29.0909090909091,10000
8,476,0,37.9950607951298,732,733,623,30001,29.0909090909091,10000
8,469,0,37.1195717536081,732,733,622,30001,29.0909090909091,10000
8,567,0,37.2894207397859,732,733,637,30001,29.0909090909091,10000
8,306,0,37.4170112313196,732,733,592,30001,29.0909090909091,10000
8,931,0,37.2294852342181,732,733,675,30001,29.0909090909091,10000
8,1120,0,36.6685818739396,732,734,691,30001,29.0909090909091,10000
8,1401,1,35.3240191272248,732,30001,709,30001,29.0909090909091,10000
8,284,0,36.7538677599748,732,734,587,30001,29.0909090909091,10000
8,992,0,37.9195427256897,732,733,681,30001,29.0909090909091,10000
8,226,0,37.2004028653882,732,734,568,30001,29.0909090909091,10000
8,243,0,37.0616298320586,732,733,572,30001,29.0909090909091,10000
8,1574,0,37.493831941288,732,733,717,30001,29.0909090909091,10000
8,1707,1,34.9513142390492,732,30001,723,30001,29.0909090909091,10000
8,1637,1,35.2560579351213,732,30001,720,30001,29.0909090909091,10000
8,494,0,37.3525539367311,732,733,625,30001,29.0909090909091,10000
8,1686,0,36.0365079190162,732,737,722,30001,29.0909090909091,10000
8,1683,0,36.7162265730578,732,733,722,30001,29.0909090909091,10000
8,1777,0,37.2016746585335,732,733,725,30001,29.0909090909091,10000
8,1825,1,34.5994362768451,732,30001,728,30001,29.0909090909091,10000
8,882,0,37.136106586365,732,733,672,30001,29.0909090909091,10000
8,1684,0,36.4756108728141,732,749,722,30001,29.0909090909091,10000
8,1739,0,38.2028823559222,732,733,724,30001,29.0909090909091,10000
8,1299,0,36.5763385961511,732,734,704,30001,29.0909090909091,10000
8,515,0,36.279021206865,732,750,629,30001,29.0909090909091,10000
8,1543,0,36.6545360150609,732,736,715,30001,29.0909090909091,10000
8,44,0,37.8981843193829,732,733,445,30001,29.0909090909091,10000
8,1690,1,35.943320649303,732,30001,722,30001,29.0909090909091,10000
8,14,0,36.6040725993235,732,738,348,30001,29.0909090909091,10000
8,1805,1,34.5699297069864,732,30001,727,30001,29.0909090909091,10000
8,1710,0,37.0770502852581,732,733,723,30001,29.0909090909091,10000
8,1654,1,34.065413582118,732,30001,721,30001,29.0909090909091,10000
8,1771,1,34.6573442206836,732,30001,725,30001,29.0909090909091,10000
8,1502,0,36.1938436488757,732,743,714,30001,29.0909090909091,10000
8,488,0,36.8759670396773,732,733,625,30001,29.0909090909091,10000
8,1838,1,34.3608032302656,732,30001,728,30001,29.0909090909091,10000
8,1848,1,35.8200202236093,732,30001,729,30001,29.0909090909091,10000
8,1927,1,35.4194104555957,732,30001,732,30001,29.0909090909091,10000
8,1856,0,37.3491345518176,732,734,729,30001,29.0909090909091,10000
8,1857,1,35.3018732842698,732,30001,729,30001,29.0909090909091,10000
8,1879,1,34.0701984799856,732,30001,730,30001,29.0909090909091,10000
8,1926,1,31.2486736370366,732,30001,732,30001,29.0909090909091,10000
8,387,0,36.8322363315472,714,720,607,30001,29.0909090909091,10000
8,1880,1,36.3346931613109,733,30001,730,30001,29.0909090909091,10000
8,1810,1,35.4355248155099,733,30001,727,30001,29.0909090909091,10000
8,1877,1,34.879567812601,733,30001,730,30001,29.0909090909091,10000
8,1809,1,34.2131569753403,733,30001,727,30001,29.0909090909091,10000
8,1352,1,35.3976611045117,733,30001,706,30001,29.0909090909091,10000
8,29,0,36.5254477012763,733,754,408,30001,29.0909090909091,10000
8,1860,1,35.6486144317899,733,30001,729,30001,29.0909090909091,10000
8,1931,1,34.2047225567555,733,30001,732,30001,29.0909090909091,10000
8,1929,1,32.3966978334527,733,30001,732,30001,29.0909090909091,10000
8,1932,1,34.1763336111153,733,30001,732,30001,29.0909090909091,10000
8,1446,0,36.6586575615805,733,738,711,30001,29.0909090909091,10000
8,1936,1,33.0150571727261,733,30001,732,30001,29.0909090909091,10000
8,1500,0,38.0232324561325,733,734,714,30001,29.0909090909091,10000
8,863,0,38.2081931257762,733,734,670,30001,29.0909090909091,10000
8,4,0,37.3629380620156,733,735,230,30001,29.0909090909091,10000
8,619,0,36.9628008424366,733,735,644,30001,29.0909090909091,10000
8,1107,0,36.8661517406469,733,735,690,30001,29.0909090909091,10000
8,532,0,37.4567294769778,733,734,631,30001,29.0909090909091,10000
8,799,0,37.3788827494845,733,735,664,30001,29.0909090909091,10000
8,1551,1,36.1420194107612,733,30001,716,30001,29.0909090909091,10000
8,1553,0,37.7077955092639,733,734,716,30001,29.0909090909091,10000
8,489,0,36.6297402352853,733,735,625,30001,29.0909090909091,10000
8,749,0,36.9160845693911,733,735,658,30001,29.0909090909091,10000
8,1348,0,37.1741349183563,733,734,706,30001,29.0909090909091,10000
8,1223,0,37.0067785961992,733,734,699,30001,29.0909090909091,10000
8,659,1,36.3766807389056,733,30001,649,30001,29.0909090909091,10000
8,383,0,36.8656312473259,733,734,607,30001,29.0909090909091,10000
8,1147,0,38.3316632257338,733,734,693,30001,29.0909090909091,10000
8,1760,1,35.7908833913834,733,30001,725,30001,29.0909090909091,10000
8,1515,1,35.6601853020697,733,30001,714,30001,29.0909090909091,10000
8,305,0,36.4118645496744,717,761,592,30001,29.0909090909091,10000
8,534,0,36.6023730772618,717,719,632,30001,29.0909090909091,10000
8,66,0,36.2145922792617,554,558,477,30001,29.0909090909091,10000
8,22,0,37.0159031423088,506,512,391,30001,29.0909090909091,10000
8,29,0,36.5254477012763,503,530,408,30001,29.0909090909091,10000
8,2,0,37.075679519954,157,160,105,30001,29.0909090909091,10000
8,128,0,37.1317640231225,545,546,525,30001,29.0909090909091,10000
8,58,0,37.7774782340038,597,598,464,30001,29.0909090909091,10000
8,60,0,37.1786932701087,583,588,469,30001,29.0909090909091,10000
8,188,0,38.8152027960443,609,610,556,30001,29.0909090909091,10000
8,110,0,38.6078751569262,578,579,516,30001,29.0909090909091,10000
8,223,1,35.3704371519913,578,30001,567,30001,29.0909090909091,10000
8,149,0,37.1697014497766,581,582,540,30001,29.0909090909091,10000
8,16,0,37.1812205459229,581,582,363,30001,29.0909090909091,10000
8,234,0,36.5574190547208,585,593,570,30001,29.0909090909091,10000
8,4,0,37.3629380620156,585,587,230,30001,29.0909090909091,10000
8,627,0,36.3193456521623,733,752,646,30001,29.0909090909091,10000
8,275,0,36.6973805595854,733,740,585,30001,29.0909090909091,10000
8,103,0,38.258675878722,733,734,511,30001,29.0909090909091,10000
8,298,0,37.5347332040665,733,735,589,30001,29.0909090909091,10000
8,1767,1,35.8531269040489,733,30001,725,30001,29.0909090909091,10000
8,1495,0,37.6208336515474,733,734,714,30001,29.0909090909091,10000
8,408,0,37.0726687835013,733,734,611,30001,29.0909090909091,10000
8,1850,1,32.8182829668588,733,30001,729,30001,29.0909090909091,10000
8,1590,1,34.2510581605485,733,30001,718,30001,29.0909090909091,10000
8,1729,1,35.4821992186784,733,30001,724,30001,29.0909090909091,10000
8,1815,1,34.4895793939295,733,30001,727,30001,29.0909090909091,10000
8,1761,1,35.5653338251723,733,30001,725,30001,29.0909090909091,10000
8,560,0,37.1472601754834,733,734,637,30001,29.0909090909091,10000
8,1688,1,34.7212229016727,733,30001,722,30001,29.0909090909091,10000
8,1830,1,34.8634399854229,733,30001,728,30001,29.0909090909091,10000
8,1455,0,37.7004080598163,733,734,711,30001,29.0909090909091,10000
8,643,0,36.7232270344026,734,735,647,30001,29.0909090909091,10000
8,300,0,37.1882180539956,734,738,591,30001,29.0909090909091,10000
8,677,0,37.9575799544347,734,735,652,30001,29.0909090909091,10000
8,637,0,36.2259304712948,734,740,647,30001,29.0909090909091,10000
8,1370,0,37.2784501346153,734,736,708,30001,29.0909090909091,10000
8,567,0,37.2894207397859,734,735,637,30001,29.0909090909091,10000
8,84,0,37.0994926215313,734,743,493,30001,29.0909090909091,10000
8,1320,0,37.4434384940139,734,735,705,30001,29.0909090909091,10000
8,1023,0,37.863404557169,734,735,684,30001,29.0909090909091,10000
8,159,0,36.7128096028718,734,739,543,30001,29.0909090909091,10000
8,201,0,36.1229487246032,734,754,560,30001,29.0909090909091,10000
8,867,0,37.7104074145214,734,735,670,30001,29.0909090909091,10000
8,1371,0,37.2439843340854,734,735,708,30001,29.0909090909091,10000
8,357,0,36.470357414414,734,743,603,30001,29.0909090909091,10000
8,59,1,36.3119580159955,734,30001,468,30001,29.0909090909091,10000
8,1043,0,39.2493461047444,720,721,685,30001,29.0909090909091,10000
8,242,0,36.8039173732817,734,738,572,30001,29.0909090909091,10000
8,755,0,37.5416257754071,734,735,659,30001,29.0909090909091,10000
8,566,0,36.531098722373,734,736,637,30001,29.0909090909091,10000
8,91,0,37.4379586996059,734,735,499,30001,29.0909090909091,10000
8,1621,0,36.3423520581692,734,763,719,30001,29.0909090909091,10000
8,1712,1,35.8543420629117,734,30001,723,30001,29.0909090909091,10000
8,93,0,38.0968552141856,734,735,501,30001,29.0909090909091,10000
8,1200,0,36.9326240180491,720,721,698,30001,29.0909090909091,10000
8,29,0,36.5254477012763,720,731,408,30001,29.0909090909091,10000
8,1370,0,37.2784501346153,720,722,708,30001,29.0909090909091,10000
8,717,0,38.1788381352676,720,721,655,30001,29.0909090909091,10000
8,1394,1,35.842411824125,720,30001,709,30001,29.0909090909091,10000
8,1406,0,36.2694152400772,734,756,709,30001,29.0909090909091,10000
8,882,0,37.136106586365,720,721,672,30001,29.0909090909091,10000
8,438,0,38.6575000803854,712,713,617,30001,29.0909090909091,10000
8,311,0,38.8029457618106,712,713,592,30001,29.0909090909091,10000
8,882,0,37.136106586365,712,716,672,30001,29.0909090909091,10000
8,309,0,37.1373806131715,712,713,592,30001,29.0909090909091,10000
8,506,0,36.6905813841096,712,720,627,30001,29.0909090909091,10000
8,1218,0,37.8284521645803,712,713,699,30001,29.0909090909091,10000
8,1189,0,37.1128354334056,712,715,697,30001,29.0909090909091,10000
8,168,0,37.0733069779776,712,713,547,30001,29.0909090909091,10000
8,844,1,35.410305959841,679,30001,669,30001,29.0909090909091,10000
8,883,1,33.1758274690462,679,30001,672,30001,29.0909090909091,10000
8,901,1,33.8321961890515,679,30001,673,30001,29.0909090909091,10000
8,716,0,36.1558001092044,679,744,655,30001,29.0909090909091,10000
8,733,0,37.1616911979874,679,682,657,30001,29.0909090909091,10000
8,413,0,36.8430863297359,679,681,612,30001,29.0909090909091,10000
8,920,1,34.581649003245,679,30001,675,30001,29.0909090909091,10000
8,764,1,33.2338915602896,679,30001,660,30001,29.0909090909091,10000
8,378,0,36.4019726561157,679,683,606,30001,29.0909090909091,10000
8,369,0,36.28746006045,712,726,605,30001,29.0909090909091,10000
8,1304,0,37.9371408303592,712,713,704,30001,29.0909090909091,10000
8,1956,1,31.7858417829786,734,30001,733,30001,29.0909090909091,10000
8,1320,0,37.4434384940139,712,715,705,30001,29.0909090909091,10000
8,260,0,37.8149895995638,712,713,581,30001,29.0909090909091,10000
8,1639,0,37.7196923101399,734,735,720,30001,29.0909090909091,10000
8,1376,1,35.4143673863457,734,30001,708,30001,29.0909090909091,10000
8,1735,1,35.7709123441353,735,30001,724,30001,29.0909090909091,10000
8,313,0,37.4841564353183,735,736,592,30001,29.0909090909091,10000
8,1503,0,36.4340873633193,735,752,714,30001,29.0909090909091,10000
8,1847,1,34.9763180163777,735,30001,729,30001,29.0909090909091,10000
8,1570,0,36.6709457927952,735,739,717,30001,29.0909090909091,10000
8,1862,1,36.2062653912961,735,30001,729,30001,29.0909090909091,10000
8,1908,1,35.7380526749164,735,30001,731,30001,29.0909090909091,10000
8,1905,1,35.6101692427803,735,30001,731,30001,29.0909090909091,10000
8,653,0,37.6232193041619,735,736,649,30001,29.0909090909091,10000
8,1885,1,36.1226890021037,735,30001,730,30001,29.0909090909091,10000
8,1886,1,34.8712887643124,735,30001,730,30001,29.0909090909091,10000
8,710,0,36.3957341330987,735,751,655,30001,29.0909090909091,10000
8,1916,1,34.9556726661528,735,30001,731,30001,29.0909090909091,10000
8,1765,0,38.0681874267751,735,736,725,30001,29.0909090909091,10000
8,289,1,34.6752068307645,735,30001,587,30001,29.0909090909091,10000
8,455,0,36.4361936983929,723,732,620,30001,29.0909090909091,10000
8,1887,0,37.1648965920028,735,736,730,30001,29.0909090909091,10000
8,1488,0,37.9679972332203,723,724,713,30001,29.0909090909091,10000
8,234,0,36.5574190547208,735,749,570,30001,29.0909090909091,10000
8,828,0,37.9208182340469,735,736,667,30001,29.0909090909091,10000
