"sim.id","status","reg.of.origin","w","alpha","beta","sigma_E","carry.cap","energy.gradient","max.K","num.of.bins","max.time","max.richness","replicate","disturb_frequency","temperate_disturb_intensity","tropical_disturb_intensity","specn.gradient","specn.factor","gamma"
2152,"completed","temperate",7,1e-07,1e-04,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2153,"completed","temperate",7,1e-07,1e-04,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2154,"completed","temperate",7,1e-07,1e-04,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2155,"completed","temperate",7,1e-07,1e-04,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2156,"completed","temperate",7,1e-07,1e-04,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2157,"completed","temperate",7,1e-07,1e-04,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2158,"completed","temperate",7,1e-07,1e-04,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2159,"completed","temperate",7,1e-07,1e-04,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2160,"completed","temperate",7,1e-07,1e-04,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2161,"completed","temperate",9,1e-05,1e-04,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2162,"completed","temperate",9,1e-05,1e-04,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2163,"completed","temperate",9,1e-05,1e-04,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2164,"completed","temperate",9,1e-05,1e-04,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2165,"completed","temperate",9,1e-05,1e-04,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2166,"completed","temperate",9,1e-05,1e-04,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2167,"completed","temperate",9,1e-05,1e-04,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2168,"completed","temperate",9,1e-05,1e-04,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2169,"completed","temperate",9,1e-05,1e-04,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2170,"completed","temperate",9,1e-05,1e-04,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2171,"completed","temperate",9,1e-05,1e-04,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2172,"completed","temperate",9,1e-05,1e-04,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2173,"completed","temperate",9,1e-05,1e-04,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2174,"completed","temperate",9,1e-05,1e-04,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2175,"completed","temperate",9,1e-05,1e-04,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2176,"completed","temperate",9,1e-05,1e-04,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2177,"completed","temperate",9,1e-05,1e-04,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2178,"completed","temperate",9,1e-05,1e-04,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2179,"completed","temperate",9,1e-05,1e-04,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2180,"completed","temperate",9,1e-05,1e-04,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2181,"completed","temperate",9,1e-05,1e-04,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2182,"completed","temperate",9,1e-05,1e-04,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2183,"completed","temperate",9,1e-05,1e-04,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2184,"completed","temperate",9,1e-05,1e-04,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2185,"completed","temperate",9,1e-05,0.001,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2186,"completed","temperate",9,1e-05,0.001,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2187,"completed","temperate",9,1e-05,0.001,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2188,"completed","temperate",9,1e-05,0.001,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2189,"completed","temperate",9,1e-05,0.001,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2190,"completed","temperate",9,1e-05,0.001,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2191,"completed","temperate",9,1e-05,0.001,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2192,"completed","temperate",9,1e-05,0.001,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2193,"completed","temperate",9,1e-05,0.001,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2194,"completed","temperate",9,1e-05,0.001,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2195,"completed","temperate",9,1e-05,0.001,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2196,"completed","temperate",9,1e-05,0.001,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2197,"completed","temperate",9,1e-05,0.001,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2198,"completed","temperate",9,1e-05,0.001,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2199,"completed","temperate",9,1e-05,0.001,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2200,"completed","temperate",9,1e-05,0.001,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2201,"completed","temperate",9,1e-05,0.001,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2202,"completed","temperate",9,1e-05,0.001,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2203,"completed","temperate",9,1e-05,0.001,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2204,"completed","temperate",9,1e-05,0.001,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2205,"completed","temperate",9,1e-05,0.001,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2206,"completed","temperate",9,1e-05,0.001,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2207,"completed","temperate",9,1e-05,0.001,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2208,"completed","temperate",9,1e-05,0.001,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2209,"completed","temperate",9,1e-05,0.01,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2210,"completed","temperate",9,1e-05,0.01,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2211,"completed","temperate",9,1e-05,0.01,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2212,"completed","temperate",9,1e-05,0.01,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2213,"completed","temperate",9,1e-05,0.01,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2214,"completed","temperate",9,1e-05,0.01,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2215,"completed","temperate",9,1e-05,0.01,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2216,"completed","temperate",9,1e-05,0.01,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2217,"completed","temperate",9,1e-05,0.01,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2218,"completed","temperate",9,1e-05,0.01,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2219,"completed","temperate",9,1e-05,0.01,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2220,"completed","temperate",9,1e-05,0.01,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2221,"completed","temperate",9,1e-05,0.01,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2222,"completed","temperate",9,1e-05,0.01,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2223,"completed","temperate",9,1e-05,0.01,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2224,"completed","temperate",9,1e-05,0.01,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2225,"completed","temperate",9,1e-05,0.01,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2226,"completed","temperate",9,1e-05,0.01,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2227,"completed","temperate",9,1e-05,0.01,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2228,"completed","temperate",9,1e-05,0.01,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2229,"completed","temperate",9,1e-05,0.01,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2230,"completed","temperate",9,1e-05,0.01,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2231,"completed","temperate",9,1e-05,0.01,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2232,"completed","temperate",9,1e-05,0.01,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2233,"completed","temperate",9,1e-06,1e-05,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2234,"completed","temperate",9,1e-06,1e-05,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2235,"completed","temperate",9,1e-06,1e-05,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2236,"completed","temperate",9,1e-06,1e-05,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2237,"completed","temperate",9,1e-06,1e-05,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2238,"completed","temperate",9,1e-06,1e-05,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2239,"completed","temperate",9,1e-06,1e-05,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2240,"completed","temperate",9,1e-06,1e-05,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2241,"completed","temperate",9,1e-06,1e-05,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2242,"completed","temperate",9,1e-06,1e-05,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2243,"completed","temperate",9,1e-06,1e-05,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2244,"completed","temperate",9,1e-06,1e-05,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2245,"completed","temperate",9,1e-06,1e-05,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2246,"completed","temperate",9,1e-06,1e-05,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2247,"completed","temperate",9,1e-06,1e-05,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2248,"completed","temperate",9,1e-06,1e-05,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2249,"completed","temperate",9,1e-06,1e-05,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2250,"completed","temperate",9,1e-06,1e-05,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2251,"completed","temperate",9,1e-06,1e-05,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2252,"completed","temperate",9,1e-06,1e-05,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2253,"completed","temperate",9,1e-06,1e-05,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2254,"completed","temperate",9,1e-06,1e-05,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2255,"completed","temperate",9,1e-06,1e-05,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2256,"completed","temperate",9,1e-06,1e-05,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2257,"completed","temperate",9,1e-06,1e-04,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2258,"completed","temperate",9,1e-06,1e-04,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2259,"completed","temperate",9,1e-06,1e-04,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2260,"completed","temperate",9,1e-06,1e-04,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2261,"completed","temperate",9,1e-06,1e-04,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2262,"completed","temperate",9,1e-06,1e-04,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2263,"completed","temperate",9,1e-06,1e-04,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2264,"completed","temperate",9,1e-06,1e-04,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2265,"completed","temperate",9,1e-06,1e-04,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2266,"completed","temperate",9,1e-06,1e-04,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2267,"completed","temperate",9,1e-06,1e-04,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2268,"completed","temperate",9,1e-06,1e-04,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2269,"completed","temperate",9,1e-06,1e-04,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2270,"completed","temperate",9,1e-06,1e-04,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2271,"completed","temperate",9,1e-06,1e-04,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2272,"completed","temperate",9,1e-06,1e-04,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2273,"completed","temperate",9,1e-06,1e-04,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2274,"completed","temperate",9,1e-06,1e-04,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2275,"completed","temperate",9,1e-06,1e-04,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2276,"completed","temperate",9,1e-06,1e-04,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2277,"completed","temperate",9,1e-06,1e-04,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2278,"completed","temperate",9,1e-06,1e-04,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2279,"completed","temperate",9,1e-06,1e-04,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2280,"completed","temperate",9,1e-06,1e-04,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2281,"completed","temperate",9,1e-06,0.001,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2282,"completed","temperate",9,1e-06,0.001,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2283,"completed","temperate",9,1e-06,0.001,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2284,"completed","temperate",9,1e-06,0.001,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2285,"completed","temperate",9,1e-06,0.001,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2286,"completed","temperate",9,1e-06,0.001,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2287,"completed","temperate",9,1e-06,0.001,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2288,"completed","temperate",9,1e-06,0.001,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2289,"completed","temperate",9,1e-06,0.001,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2290,"completed","temperate",9,1e-06,0.001,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2291,"completed","temperate",9,1e-06,0.001,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2292,"completed","temperate",9,1e-06,0.001,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2293,"completed","temperate",9,1e-06,0.001,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2294,"completed","temperate",9,1e-06,0.001,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2295,"completed","temperate",9,1e-06,0.001,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2296,"completed","temperate",9,1e-06,0.001,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2297,"completed","temperate",9,1e-06,0.001,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2298,"completed","temperate",9,1e-06,0.001,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2299,"completed","temperate",9,1e-06,0.001,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2300,"completed","temperate",9,1e-06,0.001,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2301,"completed","temperate",9,1e-06,0.001,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2302,"completed","temperate",9,1e-06,0.001,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2303,"completed","temperate",9,1e-06,0.001,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2304,"completed","temperate",9,1e-06,0.001,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2305,"completed","temperate",9,1e-07,1e-06,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2306,"completed","temperate",9,1e-07,1e-06,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2307,"completed","temperate",9,1e-07,1e-06,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2308,"completed","temperate",9,1e-07,1e-06,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2309,"completed","temperate",9,1e-07,1e-06,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2310,"completed","temperate",9,1e-07,1e-06,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2311,"completed","temperate",9,1e-07,1e-06,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2312,"completed","temperate",9,1e-07,1e-06,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2313,"completed","temperate",9,1e-07,1e-06,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2314,"completed","temperate",9,1e-07,1e-06,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2315,"completed","temperate",9,1e-07,1e-06,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2316,"completed","temperate",9,1e-07,1e-06,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2317,"completed","temperate",9,1e-07,1e-06,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2318,"completed","temperate",9,1e-07,1e-06,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2319,"completed","temperate",9,1e-07,1e-06,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2320,"completed","temperate",9,1e-07,1e-06,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2321,"completed","temperate",9,1e-07,1e-06,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2322,"completed","temperate",9,1e-07,1e-06,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2323,"completed","temperate",9,1e-07,1e-06,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2324,"completed","temperate",9,1e-07,1e-06,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2325,"completed","temperate",9,1e-07,1e-06,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2326,"completed","temperate",9,1e-07,1e-06,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2327,"completed","temperate",9,1e-07,1e-06,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2328,"completed","temperate",9,1e-07,1e-06,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2329,"completed","temperate",9,1e-07,1e-05,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2330,"completed","temperate",9,1e-07,1e-05,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2331,"completed","temperate",9,1e-07,1e-05,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2332,"completed","temperate",9,1e-07,1e-05,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2333,"completed","temperate",9,1e-07,1e-05,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2334,"completed","temperate",9,1e-07,1e-05,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2335,"completed","temperate",9,1e-07,1e-05,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2336,"completed","temperate",9,1e-07,1e-05,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2337,"completed","temperate",9,1e-07,1e-05,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2338,"completed","temperate",9,1e-07,1e-05,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2339,"completed","temperate",9,1e-07,1e-05,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2340,"completed","temperate",9,1e-07,1e-05,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2341,"completed","temperate",9,1e-07,1e-05,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2342,"completed","temperate",9,1e-07,1e-05,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2343,"completed","temperate",9,1e-07,1e-05,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2344,"completed","temperate",9,1e-07,1e-05,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2345,"completed","temperate",9,1e-07,1e-05,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2346,"completed","temperate",9,1e-07,1e-05,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2347,"completed","temperate",9,1e-07,1e-05,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2348,"completed","temperate",9,1e-07,1e-05,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2349,"completed","temperate",9,1e-07,1e-05,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2350,"completed","temperate",9,1e-07,1e-05,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2351,"completed","temperate",9,1e-07,1e-05,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2352,"completed","temperate",9,1e-07,1e-05,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2353,"completed","temperate",9,1e-07,1e-04,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2354,"completed","temperate",9,1e-07,1e-04,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2355,"completed","temperate",9,1e-07,1e-04,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2356,"completed","temperate",9,1e-07,1e-04,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2357,"completed","temperate",9,1e-07,1e-04,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2358,"completed","temperate",9,1e-07,1e-04,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2359,"completed","temperate",9,1e-07,1e-04,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2360,"completed","temperate",9,1e-07,1e-04,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2361,"completed","temperate",9,1e-07,1e-04,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2362,"completed","temperate",9,1e-07,1e-04,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2363,"completed","temperate",9,1e-07,1e-04,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2364,"completed","temperate",9,1e-07,1e-04,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2365,"completed","temperate",9,1e-07,1e-04,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2366,"completed","temperate",9,1e-07,1e-04,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2367,"completed","temperate",9,1e-07,1e-04,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2368,"completed","temperate",9,1e-07,1e-04,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2369,"completed","temperate",9,1e-07,1e-04,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2370,"completed","temperate",9,1e-07,1e-04,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2371,"completed","temperate",9,1e-07,1e-04,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2372,"completed","temperate",9,1e-07,1e-04,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2373,"completed","temperate",9,1e-07,1e-04,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2374,"completed","temperate",9,1e-07,1e-04,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2375,"completed","temperate",9,1e-07,1e-04,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2376,"completed","temperate",9,1e-07,1e-04,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2377,"completed","temperate",11,1e-05,1e-04,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2378,"completed","temperate",11,1e-05,1e-04,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
2379,"completed","temperate",11,1e-05,1e-04,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
