time,region,spp.rich,reg.env
15,4,2,14.5454545454545
15,5,2,18.1818181818182
15,6,2,21.8181818181818
15,7,3,25.4545454545455
15,8,3,29.0909090909091
15,9,4,32.7272727272727
15,10,4,36.3636363636364
15,11,4,40
16,0,0,0
16,1,0,3.63636363636364
16,2,0,7.27272727272727
16,3,0,10.9090909090909
16,4,2,14.5454545454545
16,5,2,18.1818181818182
16,6,3,21.8181818181818
16,7,3,25.4545454545455
16,8,4,29.0909090909091
16,9,4,32.7272727272727
16,10,4,36.3636363636364
16,11,4,40
17,0,0,0
17,1,0,3.63636363636364
17,2,0,7.27272727272727
17,3,0,10.9090909090909
17,4,2,14.5454545454545
17,5,2,18.1818181818182
17,6,3,21.8181818181818
17,7,4,25.4545454545455
17,8,4,29.0909090909091
17,9,4,32.7272727272727
17,10,4,36.3636363636364
17,11,4,40
18,0,0,0
18,1,0,3.63636363636364
18,2,0,7.27272727272727
18,3,1,10.9090909090909
18,4,2,14.5454545454545
18,5,3,18.1818181818182
18,6,4,21.8181818181818
18,7,4,25.4545454545455
18,8,4,29.0909090909091
18,9,4,32.7272727272727
18,10,4,36.3636363636364
18,11,4,40
19,0,0,0
19,1,0,3.63636363636364
19,2,0,7.27272727272727
19,3,1,10.9090909090909
19,4,3,14.5454545454545
19,5,4,18.1818181818182
19,6,4,21.8181818181818
19,7,4,25.4545454545455
19,8,4,29.0909090909091
19,9,4,32.7272727272727
19,10,4,36.3636363636364
19,11,4,40
20,0,0,0
20,1,0,3.63636363636364
20,2,0,7.27272727272727
20,3,0,10.9090909090909
20,4,3,14.5454545454545
20,5,4,18.1818181818182
20,6,4,21.8181818181818
20,7,4,25.4545454545455
20,8,4,29.0909090909091
20,9,4,32.7272727272727
20,10,4,36.3636363636364
20,11,4,40
21,0,0,0
21,1,0,3.63636363636364
21,2,0,7.27272727272727
21,3,1,10.9090909090909
21,4,4,14.5454545454545
21,5,4,18.1818181818182
21,6,4,21.8181818181818
21,7,4,25.4545454545455
21,8,5,29.0909090909091
21,9,4,32.7272727272727
21,10,5,36.3636363636364
21,11,4,40
22,0,0,0
22,1,0,3.63636363636364
22,2,0,7.27272727272727
22,3,1,10.9090909090909
22,4,4,14.5454545454545
22,5,4,18.1818181818182
22,6,4,21.8181818181818
22,7,5,25.4545454545455
22,8,5,29.0909090909091
22,9,5,32.7272727272727
22,10,5,36.3636363636364
22,11,5,40
23,0,0,0
23,1,0,3.63636363636364
23,2,0,7.27272727272727
23,3,2,10.9090909090909
23,4,4,14.5454545454545
23,5,4,18.1818181818182
23,6,4,21.8181818181818
23,7,6,25.4545454545455
23,8,6,29.0909090909091
23,9,6,32.7272727272727
23,10,5,36.3636363636364
23,11,5,40
24,0,0,0
24,1,0,3.63636363636364
24,2,1,7.27272727272727
24,3,2,10.9090909090909
24,4,4,14.5454545454545
24,5,4,18.1818181818182
24,6,5,21.8181818181818
24,7,6,25.4545454545455
24,8,7,29.0909090909091
24,9,6,32.7272727272727
24,10,5,36.3636363636364
24,11,5,40
25,0,0,0
25,1,0,3.63636363636364
25,2,1,7.27272727272727
25,3,3,10.9090909090909
25,4,4,14.5454545454545
25,5,4,18.1818181818182
25,6,5,21.8181818181818
25,7,7,25.4545454545455
25,8,7,29.0909090909091
25,9,6,32.7272727272727
25,10,6,36.3636363636364
25,11,6,40
26,0,0,0
26,1,0,3.63636363636364
26,2,1,7.27272727272727
26,3,4,10.9090909090909
26,4,4,14.5454545454545
26,5,4,18.1818181818182
26,6,6,21.8181818181818
26,7,7,25.4545454545455
26,8,7,29.0909090909091
26,9,6,32.7272727272727
26,10,6,36.3636363636364
26,11,6,40
27,0,0,0
27,1,0,3.63636363636364
27,2,1,7.27272727272727
27,3,4,10.9090909090909
27,4,4,14.5454545454545
27,5,6,18.1818181818182
27,6,7,21.8181818181818
27,7,7,25.4545454545455
27,8,7,29.0909090909091
27,9,6,32.7272727272727
27,10,6,36.3636363636364
27,11,7,40
28,0,0,0
28,1,0,3.63636363636364
28,2,1,7.27272727272727
28,3,3,10.9090909090909
28,4,4,14.5454545454545
28,5,7,18.1818181818182
28,6,7,21.8181818181818
28,7,7,25.4545454545455
28,8,7,29.0909090909091
28,9,8,32.7272727272727
28,10,7,36.3636363636364
28,11,8,40
29,0,0,0
29,1,0,3.63636363636364
29,2,1,7.27272727272727
29,3,2,10.9090909090909
29,4,4,14.5454545454545
29,5,7,18.1818181818182
29,6,7,21.8181818181818
29,7,7,25.4545454545455
29,8,8,29.0909090909091
29,9,9,32.7272727272727
29,10,9,36.3636363636364
29,11,8,40
30,0,0,0
30,1,0,3.63636363636364
30,2,1,7.27272727272727
30,3,2,10.9090909090909
30,4,6,14.5454545454545
30,5,7,18.1818181818182
30,6,7,21.8181818181818
30,7,8,25.4545454545455
30,8,9,29.0909090909091
30,9,9,32.7272727272727
30,10,10,36.3636363636364
30,11,11,40
31,0,0,0
31,1,0,3.63636363636364
31,2,1,7.27272727272727
31,3,2,10.9090909090909
31,4,6,14.5454545454545
31,5,7,18.1818181818182
31,6,8,21.8181818181818
31,7,9,25.4545454545455
31,8,10,29.0909090909091
31,9,10,32.7272727272727
31,10,10,36.3636363636364
31,11,11,40
32,0,0,0
32,1,0,3.63636363636364
32,2,1,7.27272727272727
32,3,4,10.9090909090909
32,4,6,14.5454545454545
32,5,8,18.1818181818182
32,6,9,21.8181818181818
32,7,10,25.4545454545455
32,8,10,29.0909090909091
32,9,10,32.7272727272727
32,10,10,36.3636363636364
32,11,11,40
33,0,0,0
33,1,0,3.63636363636364
33,2,1,7.27272727272727
33,3,5,10.9090909090909
33,4,7,14.5454545454545
33,5,9,18.1818181818182
33,6,10,21.8181818181818
33,7,11,25.4545454545455
33,8,10,29.0909090909091
33,9,11,32.7272727272727
33,10,10,36.3636363636364
33,11,11,40
34,0,0,0
34,1,0,3.63636363636364
34,2,3,7.27272727272727
34,3,5,10.9090909090909
34,4,8,14.5454545454545
34,5,10,18.1818181818182
34,6,10,21.8181818181818
34,7,11,25.4545454545455
34,8,13,29.0909090909091
34,9,11,32.7272727272727
34,10,11,36.3636363636364
34,11,11,40
35,0,0,0
35,1,1,3.63636363636364
35,2,3,7.27272727272727
35,3,7,10.9090909090909
35,4,8,14.5454545454545
35,5,10,18.1818181818182
35,6,11,21.8181818181818
35,7,11,25.4545454545455
35,8,13,29.0909090909091
35,9,13,32.7272727272727
35,10,11,36.3636363636364
35,11,12,40
36,0,0,0
36,1,1,3.63636363636364
36,2,4,7.27272727272727
36,3,7,10.9090909090909
36,4,8,14.5454545454545
36,5,10,18.1818181818182
36,6,12,21.8181818181818
36,7,12,25.4545454545455
36,8,13,29.0909090909091
36,9,13,32.7272727272727
36,10,12,36.3636363636364
36,11,12,40
37,0,0,0
37,1,2,3.63636363636364
37,2,3,7.27272727272727
37,3,7,10.9090909090909
37,4,10,14.5454545454545
37,5,10,18.1818181818182
37,6,12,21.8181818181818
37,7,13,25.4545454545455
37,8,13,29.0909090909091
37,9,14,32.7272727272727
37,10,14,36.3636363636364
37,11,12,40
38,0,0,0
38,1,1,3.63636363636364
38,2,4,7.27272727272727
38,3,8,10.9090909090909
38,4,10,14.5454545454545
38,5,11,18.1818181818182
38,6,13,21.8181818181818
38,7,14,25.4545454545455
38,8,14,29.0909090909091
38,9,14,32.7272727272727
38,10,14,36.3636363636364
38,11,12,40
39,0,0,0
39,1,1,3.63636363636364
39,2,5,7.27272727272727
39,3,9,10.9090909090909
39,4,11,14.5454545454545
39,5,12,18.1818181818182
39,6,13,21.8181818181818
39,7,14,25.4545454545455
39,8,15,29.0909090909091
39,9,15,32.7272727272727
39,10,14,36.3636363636364
39,11,13,40
40,0,0,0
40,1,1,3.63636363636364
40,2,5,7.27272727272727
40,3,7,10.9090909090909
40,4,12,14.5454545454545
40,5,12,18.1818181818182
40,6,14,21.8181818181818
40,7,14,25.4545454545455
40,8,17,29.0909090909091
40,9,15,32.7272727272727
40,10,14,36.3636363636364
40,11,15,40
41,0,0,0
41,1,2,3.63636363636364
41,2,6,7.27272727272727
41,3,9,10.9090909090909
41,4,11,14.5454545454545
41,5,14,18.1818181818182
41,6,14,21.8181818181818
41,7,16,25.4545454545455
41,8,17,29.0909090909091
41,9,15,32.7272727272727
41,10,15,36.3636363636364
41,11,15,40
42,0,0,0
42,1,1,3.63636363636364
42,2,6,7.27272727272727
42,3,10,10.9090909090909
42,4,13,14.5454545454545
42,5,14,18.1818181818182
42,6,15,21.8181818181818
42,7,16,25.4545454545455
42,8,17,29.0909090909091
42,9,16,32.7272727272727
42,10,15,36.3636363636364
42,11,16,40
43,0,0,0
43,1,1,3.63636363636364
43,2,7,7.27272727272727
43,3,10,10.9090909090909
43,4,13,14.5454545454545
43,5,15,18.1818181818182
43,6,15,21.8181818181818
43,7,16,25.4545454545455
43,8,17,29.0909090909091
43,9,16,32.7272727272727
43,10,17,36.3636363636364
43,11,16,40
44,0,0,0
44,1,2,3.63636363636364
44,2,7,7.27272727272727
44,3,9,10.9090909090909
44,4,14,14.5454545454545
44,5,17,18.1818181818182
44,6,16,21.8181818181818
44,7,17,25.4545454545455
44,8,17,29.0909090909091
44,9,16,32.7272727272727
44,10,19,36.3636363636364
44,11,18,40
45,0,0,0
45,1,3,3.63636363636364
45,2,7,7.27272727272727
45,3,11,10.9090909090909
45,4,13,14.5454545454545
45,5,16,18.1818181818182
45,6,17,21.8181818181818
45,7,17,25.4545454545455
45,8,18,29.0909090909091
45,9,18,32.7272727272727
45,10,19,36.3636363636364
45,11,19,40
46,0,0,0
46,1,2,3.63636363636364
46,2,8,7.27272727272727
46,3,12,10.9090909090909
46,4,15,14.5454545454545
46,5,17,18.1818181818182
46,6,17,21.8181818181818
46,7,19,25.4545454545455
46,8,20,29.0909090909091
46,9,18,32.7272727272727
46,10,20,36.3636363636364
46,11,19,40
47,0,0,0
47,1,2,3.63636363636364
47,2,9,7.27272727272727
47,3,11,10.9090909090909
47,4,15,14.5454545454545
47,5,17,18.1818181818182
47,6,18,21.8181818181818
47,7,20,25.4545454545455
47,8,21,29.0909090909091
47,9,19,32.7272727272727
47,10,21,36.3636363636364
47,11,21,40
48,0,0,0
48,1,3,3.63636363636364
48,2,10,7.27272727272727
48,3,11,10.9090909090909
48,4,15,14.5454545454545
48,5,17,18.1818181818182
48,6,20,21.8181818181818
48,7,22,25.4545454545455
48,8,21,29.0909090909091
48,9,22,32.7272727272727
48,10,21,36.3636363636364
48,11,21,40
49,0,0,0
49,1,3,3.63636363636364
49,2,11,7.27272727272727
49,3,12,10.9090909090909
49,4,14,14.5454545454545
49,5,18,18.1818181818182
49,6,20,21.8181818181818
49,7,22,25.4545454545455
49,8,23,29.0909090909091
49,9,22,32.7272727272727
49,10,21,36.3636363636364
49,11,21,40
50,0,0,0
50,1,3,3.63636363636364
50,2,11,7.27272727272727
50,3,13,10.9090909090909
50,4,14,14.5454545454545
50,5,18,18.1818181818182
50,6,20,21.8181818181818
50,7,22,25.4545454545455
50,8,24,29.0909090909091
50,9,22,32.7272727272727
50,10,22,36.3636363636364
50,11,21,40
51,0,0,0
51,1,3,3.63636363636364
51,2,13,7.27272727272727
51,3,13,10.9090909090909
51,4,15,14.5454545454545
51,5,18,18.1818181818182
51,6,20,21.8181818181818
51,7,22,25.4545454545455
51,8,25,29.0909090909091
51,9,24,32.7272727272727
51,10,23,36.3636363636364
51,11,21,40
52,0,0,0
52,1,4,3.63636363636364
52,2,13,7.27272727272727
52,3,13,10.9090909090909
52,4,15,14.5454545454545
52,5,18,18.1818181818182
52,6,20,21.8181818181818
52,7,24,25.4545454545455
52,8,26,29.0909090909091
52,9,25,32.7272727272727
52,10,24,36.3636363636364
52,11,23,40
53,0,0,0
53,1,7,3.63636363636364
53,2,11,7.27272727272727
53,3,14,10.9090909090909
53,4,16,14.5454545454545
53,5,18,18.1818181818182
53,6,20,21.8181818181818
53,7,25,25.4545454545455
53,8,26,29.0909090909091
53,9,26,32.7272727272727
53,10,25,36.3636363636364
53,11,24,40
54,0,0,0
54,1,5,3.63636363636364
54,2,12,7.27272727272727
54,3,14,10.9090909090909
54,4,17,14.5454545454545
54,5,18,18.1818181818182
54,6,22,21.8181818181818
54,7,24,25.4545454545455
54,8,26,29.0909090909091
54,9,27,32.7272727272727
54,10,26,36.3636363636364
54,11,25,40
55,0,2,0
55,1,5,3.63636363636364
55,2,13,7.27272727272727
55,3,14,10.9090909090909
55,4,17,14.5454545454545
55,5,18,18.1818181818182
55,6,22,21.8181818181818
55,7,24,25.4545454545455
55,8,26,29.0909090909091
55,9,27,32.7272727272727
55,10,27,36.3636363636364
55,11,25,40
56,0,0,0
56,1,5,3.63636363636364
56,2,14,7.27272727272727
56,3,14,10.9090909090909
56,4,18,14.5454545454545
56,5,19,18.1818181818182
56,6,22,21.8181818181818
56,7,25,25.4545454545455
56,8,26,29.0909090909091
56,9,27,32.7272727272727
56,10,28,36.3636363636364
56,11,26,40
57,0,0,0
57,1,5,3.63636363636364
57,2,14,7.27272727272727
57,3,15,10.9090909090909
57,4,17,14.5454545454545
57,5,21,18.1818181818182
57,6,23,21.8181818181818
57,7,25,25.4545454545455
57,8,26,29.0909090909091
57,9,28,32.7272727272727
57,10,28,36.3636363636364
57,11,27,40
58,0,2,0
58,1,5,3.63636363636364
58,2,14,7.27272727272727
58,3,15,10.9090909090909
58,4,17,14.5454545454545
58,5,21,18.1818181818182
58,6,26,21.8181818181818
58,7,25,25.4545454545455
58,8,26,29.0909090909091
58,9,28,32.7272727272727
58,10,29,36.3636363636364
58,11,28,40
59,0,2,0
59,1,5,3.63636363636364
59,2,14,7.27272727272727
59,3,16,10.9090909090909
59,4,17,14.5454545454545
59,5,24,18.1818181818182
59,6,26,21.8181818181818
59,7,26,25.4545454545455
59,8,27,29.0909090909091
59,9,28,32.7272727272727
59,10,29,36.3636363636364
59,11,29,40
60,0,0,0
60,1,5,3.63636363636364
60,2,14,7.27272727272727
60,3,17,10.9090909090909
60,4,18,14.5454545454545
60,5,24,18.1818181818182
60,6,26,21.8181818181818
60,7,27,25.4545454545455
60,8,28,29.0909090909091
60,9,29,32.7272727272727
60,10,29,36.3636363636364
60,11,29,40
61,0,0,0
61,1,6,3.63636363636364
61,2,14,7.27272727272727
61,3,17,10.9090909090909
61,4,19,14.5454545454545
61,5,24,18.1818181818182
61,6,26,21.8181818181818
61,7,27,25.4545454545455
61,8,29,29.0909090909091
61,9,30,32.7272727272727
61,10,30,36.3636363636364
61,11,29,40
62,0,0,0
62,1,5,3.63636363636364
62,2,14,7.27272727272727
62,3,16,10.9090909090909
62,4,20,14.5454545454545
62,5,24,18.1818181818182
62,6,26,21.8181818181818
62,7,29,25.4545454545455
62,8,29,29.0909090909091
62,9,30,32.7272727272727
62,10,30,36.3636363636364
62,11,30,40
63,0,1,0
63,1,5,3.63636363636364
63,2,15,7.27272727272727
63,3,18,10.9090909090909
63,4,19,14.5454545454545
63,5,24,18.1818181818182
63,6,26,21.8181818181818
63,7,29,25.4545454545455
63,8,29,29.0909090909091
63,9,30,32.7272727272727
63,10,30,36.3636363636364
63,11,30,40
64,0,1,0
64,1,4,3.63636363636364
64,2,15,7.27272727272727
64,3,18,10.9090909090909
64,4,19,14.5454545454545
64,5,25,18.1818181818182
64,6,27,21.8181818181818
64,7,30,25.4545454545455
64,8,29,29.0909090909091
64,9,31,32.7272727272727
64,10,32,36.3636363636364
64,11,30,40
65,0,0,0
65,1,5,3.63636363636364
65,2,16,7.27272727272727
65,3,18,10.9090909090909
65,4,20,14.5454545454545
65,5,25,18.1818181818182
65,6,28,21.8181818181818
65,7,29,25.4545454545455
65,8,31,29.0909090909091
65,9,33,32.7272727272727
65,10,32,36.3636363636364
65,11,30,40
66,0,0,0
66,1,7,3.63636363636364
66,2,14,7.27272727272727
66,3,18,10.9090909090909
66,4,21,14.5454545454545
66,5,27,18.1818181818182
66,6,29,21.8181818181818
66,7,30,25.4545454545455
66,8,32,29.0909090909091
66,9,33,32.7272727272727
66,10,33,36.3636363636364
66,11,31,40
67,0,0,0
67,1,7,3.63636363636364
67,2,15,7.27272727272727
67,3,19,10.9090909090909
67,4,21,14.5454545454545
67,5,27,18.1818181818182
67,6,29,21.8181818181818
67,7,31,25.4545454545455
67,8,34,29.0909090909091
67,9,34,32.7272727272727
67,10,33,36.3636363636364
67,11,32,40
68,0,0,0
68,1,7,3.63636363636364
68,2,13,7.27272727272727
68,3,20,10.9090909090909
68,4,21,14.5454545454545
68,5,28,18.1818181818182
68,6,30,21.8181818181818
68,7,33,25.4545454545455
68,8,35,29.0909090909091
68,9,35,32.7272727272727
68,10,33,36.3636363636364
68,11,33,40
69,0,1,0
69,1,7,3.63636363636364
69,2,13,7.27272727272727
69,3,19,10.9090909090909
69,4,22,14.5454545454545
69,5,28,18.1818181818182
69,6,32,21.8181818181818
69,7,33,25.4545454545455
69,8,35,29.0909090909091
69,9,36,32.7272727272727
69,10,34,36.3636363636364
69,11,33,40
70,0,1,0
70,1,7,3.63636363636364
70,2,13,7.27272727272727
70,3,19,10.9090909090909
70,4,21,14.5454545454545
70,5,28,18.1818181818182
70,6,32,21.8181818181818
70,7,34,25.4545454545455
70,8,35,29.0909090909091
70,9,36,32.7272727272727
70,10,34,36.3636363636364
70,11,35,40
71,0,1,0
71,1,4,3.63636363636364
71,2,15,7.27272727272727
71,3,20,10.9090909090909
71,4,21,14.5454545454545
71,5,29,18.1818181818182
71,6,33,21.8181818181818
71,7,34,25.4545454545455
71,8,35,29.0909090909091
71,9,36,32.7272727272727
71,10,35,36.3636363636364
71,11,36,40
72,0,1,0
72,1,4,3.63636363636364
72,2,16,7.27272727272727
72,3,21,10.9090909090909
72,4,24,14.5454545454545
72,5,30,18.1818181818182
72,6,33,21.8181818181818
72,7,35,25.4545454545455
72,8,36,29.0909090909091
72,9,36,32.7272727272727
72,10,35,36.3636363636364
72,11,37,40
73,0,1,0
73,1,5,3.63636363636364
73,2,17,7.27272727272727
73,3,22,10.9090909090909
73,4,24,14.5454545454545
73,5,31,18.1818181818182
73,6,35,21.8181818181818
73,7,35,25.4545454545455
73,8,37,29.0909090909091
73,9,36,32.7272727272727
73,10,38,36.3636363636364
73,11,37,40
74,0,1,0
74,1,5,3.63636363636364
74,2,17,7.27272727272727
74,3,24,10.9090909090909
74,4,24,14.5454545454545
74,5,32,18.1818181818182
74,6,35,21.8181818181818
74,7,37,25.4545454545455
74,8,37,29.0909090909091
74,9,39,32.7272727272727
74,10,38,36.3636363636364
74,11,38,40
75,0,1,0
75,1,4,3.63636363636364
75,2,18,7.27272727272727
75,3,24,10.9090909090909
75,4,25,14.5454545454545
75,5,33,18.1818181818182
75,6,33,21.8181818181818
75,7,37,25.4545454545455
75,8,38,29.0909090909091
75,9,39,32.7272727272727
75,10,39,36.3636363636364
75,11,38,40
76,0,1,0
76,1,7,3.63636363636364
76,2,21,7.27272727272727
76,3,22,10.9090909090909
76,4,28,14.5454545454545
76,5,34,18.1818181818182
76,6,34,21.8181818181818
76,7,38,25.4545454545455
76,8,40,29.0909090909091
76,9,39,32.7272727272727
76,10,39,36.3636363636364
76,11,39,40
77,0,0,0
77,1,5,3.63636363636364
77,2,21,7.27272727272727
77,3,24,10.9090909090909
77,4,27,14.5454545454545
77,5,34,18.1818181818182
77,6,36,21.8181818181818
77,7,38,25.4545454545455
77,8,41,29.0909090909091
77,9,40,32.7272727272727
77,10,39,36.3636363636364
77,11,39,40
78,0,1,0
78,1,6,3.63636363636364
78,2,21,7.27272727272727
78,3,23,10.9090909090909
78,4,27,14.5454545454545
78,5,34,18.1818181818182
78,6,35,21.8181818181818
78,7,39,25.4545454545455
78,8,41,29.0909090909091
78,9,41,32.7272727272727
78,10,40,36.3636363636364
78,11,39,40
79,0,0,0
79,1,6,3.63636363636364
79,2,20,7.27272727272727
79,3,23,10.9090909090909
79,4,29,14.5454545454545
79,5,35,18.1818181818182
79,6,36,21.8181818181818
79,7,41,25.4545454545455
79,8,41,29.0909090909091
79,9,41,32.7272727272727
79,10,41,36.3636363636364
79,11,39,40
80,0,0,0
80,1,6,3.63636363636364
80,2,20,7.27272727272727
80,3,23,10.9090909090909
80,4,29,14.5454545454545
80,5,36,18.1818181818182
80,6,38,21.8181818181818
80,7,41,25.4545454545455
80,8,42,29.0909090909091
80,9,41,32.7272727272727
80,10,41,36.3636363636364
80,11,40,40
81,0,2,0
81,1,8,3.63636363636364
81,2,20,7.27272727272727
81,3,24,10.9090909090909
81,4,28,14.5454545454545
81,5,34,18.1818181818182
81,6,38,21.8181818181818
81,7,41,25.4545454545455
81,8,42,29.0909090909091
81,9,41,32.7272727272727
81,10,41,36.3636363636364
81,11,40,40
82,0,1,0
82,1,8,3.63636363636364
82,2,21,7.27272727272727
82,3,23,10.9090909090909
82,4,28,14.5454545454545
82,5,33,18.1818181818182
82,6,38,21.8181818181818
82,7,43,25.4545454545455
82,8,42,29.0909090909091
82,9,41,32.7272727272727
82,10,42,36.3636363636364
82,11,41,40
83,0,1,0
83,1,9,3.63636363636364
83,2,21,7.27272727272727
83,3,25,10.9090909090909
83,4,28,14.5454545454545
83,5,33,18.1818181818182
83,6,39,21.8181818181818
83,7,43,25.4545454545455
83,8,42,29.0909090909091
83,9,42,32.7272727272727
83,10,43,36.3636363636364
83,11,41,40
84,0,2,0
84,1,11,3.63636363636364
84,2,20,7.27272727272727
84,3,25,10.9090909090909
84,4,28,14.5454545454545
84,5,34,18.1818181818182
84,6,40,21.8181818181818
84,7,43,25.4545454545455
84,8,43,29.0909090909091
84,9,45,32.7272727272727
84,10,43,36.3636363636364
84,11,41,40
85,0,3,0
85,1,10,3.63636363636364
85,2,18,7.27272727272727
85,3,27,10.9090909090909
85,4,30,14.5454545454545
85,5,37,18.1818181818182
85,6,40,21.8181818181818
85,7,43,25.4545454545455
85,8,45,29.0909090909091
85,9,46,32.7272727272727
85,10,43,36.3636363636364
85,11,42,40
86,0,3,0
86,1,9,3.63636363636364
86,2,17,7.27272727272727
86,3,28,10.9090909090909
86,4,30,14.5454545454545
86,5,35,18.1818181818182
86,6,40,21.8181818181818
86,7,43,25.4545454545455
86,8,46,29.0909090909091
86,9,46,32.7272727272727
86,10,43,36.3636363636364
86,11,42,40
87,0,3,0
87,1,11,3.63636363636364
87,2,18,7.27272727272727
87,3,27,10.9090909090909
87,4,31,14.5454545454545
87,5,36,18.1818181818182
87,6,40,21.8181818181818
87,7,44,25.4545454545455
87,8,46,29.0909090909091
87,9,46,32.7272727272727
87,10,44,36.3636363636364
87,11,42,40
88,0,3,0
88,1,11,3.63636363636364
88,2,21,7.27272727272727
88,3,27,10.9090909090909
88,4,32,14.5454545454545
88,5,36,18.1818181818182
88,6,43,21.8181818181818
88,7,46,25.4545454545455
88,8,46,29.0909090909091
88,9,46,32.7272727272727
88,10,44,36.3636363636364
88,11,43,40
89,0,3,0
89,1,9,3.63636363636364
89,2,20,7.27272727272727
89,3,26,10.9090909090909
89,4,33,14.5454545454545
89,5,37,18.1818181818182
89,6,44,21.8181818181818
89,7,47,25.4545454545455
89,8,46,29.0909090909091
89,9,46,32.7272727272727
89,10,46,36.3636363636364
89,11,43,40
90,0,3,0
90,1,9,3.63636363636364
90,2,19,7.27272727272727
90,3,27,10.9090909090909
90,4,33,14.5454545454545
90,5,39,18.1818181818182
