experiment,treatment,sim.id,status,reg.of.origin,w,alpha,beta,sigma_E,carry.cap,energy.gradient,max.K,num.of.bins,max.time,max.richness,replicate,disturb_frequency,temperate_disturb_intensity,tropical_disturb_intensity,specn.gradient,specn.factor,gamma
mut,L,6207,completed,tropical,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,3,0,0,0,off,NA,0.1
mut,L,6208,completed,tropical,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,4,0,0,0,off,NA,0.1
mut,L,6209,completed,tropical,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,5,0,0,0,off,NA,0.1
mut,L,6210,completed,tropical,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,6,0,0,0,off,NA,0.1
mut,L,6211,completed,tropical,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,7,0,0,0,off,NA,0.1
mut,L,6212,completed,tropical,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,8,0,0,0,off,NA,0.1
mut,L,6213,completed,tropical,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,9,0,0,0,off,NA,0.1
mut,L,6214,completed,tropical,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,10,0,0,0,off,NA,0.1
mut,L,6215,completed,temperate,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,1,0,0,0,off,NA,0.1
mut,L,6216,completed,temperate,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,2,0,0,0,off,NA,0.1
mut,L,6217,completed,temperate,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,3,0,0,0,off,NA,0.1
mut,L,6218,completed,temperate,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,4,0,0,0,off,NA,0.1
mut,L,6219,completed,temperate,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,5,0,0,0,off,NA,0.1
mut,L,6220,completed,temperate,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,6,0,0,0,off,NA,0.1
mut,L,6221,completed,temperate,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,7,0,0,0,off,NA,0.1
mut,L,6222,completed,temperate,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,8,0,0,0,off,NA,0.1
mut,L,6223,completed,temperate,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,9,0,0,0,off,NA,0.1
mut,L,6224,completed,temperate,3,1.00E-08,1.00E-04,1,on,on,40000,11,30000,10000,10,0,0,0,off,NA,0.1
mut,H,6225,completed,tropical,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,1,0,0,0,off,NA,0.1
mut,H,6226,completed,tropical,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,2,0,0,0,off,NA,0.1
mut,H,6227,completed,tropical,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,3,0,0,0,off,NA,0.1
mut,H,6228,completed,tropical,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,4,0,0,0,off,NA,0.1
mut,H,6229,completed,tropical,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,5,0,0,0,off,NA,0.1
mut,H,6230,completed,tropical,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,6,0,0,0,off,NA,0.1
mut,H,6231,completed,tropical,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,7,0,0,0,off,NA,0.1
mut,H,6232,completed,tropical,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,8,0,0,0,off,NA,0.1
mut,H,6233,completed,tropical,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,9,0,0,0,off,NA,0.1
mut,H,6234,completed,tropical,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,10,0,0,0,off,NA,0.1
mut,H,6235,completed,temperate,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,1,0,0,0,off,NA,0.1
mut,H,6236,completed,temperate,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,2,0,0,0,off,NA,0.1
mut,H,6237,completed,temperate,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,3,0,0,0,off,NA,0.1
mut,H,6238,completed,temperate,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,4,0,0,0,off,NA,0.1
mut,H,6239,completed,temperate,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,5,0,0,0,off,NA,0.1
mut,H,6240,completed,temperate,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,6,0,0,0,off,NA,0.1
mut,H,6241,completed,temperate,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,7,0,0,0,off,NA,0.1
mut,H,6242,completed,temperate,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,8,0,0,0,off,NA,0.1
mut,H,6243,completed,temperate,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,9,0,0,0,off,NA,0.1
mut,H,6244,completed,temperate,3,1.00E-04,1.00E-04,1,on,on,40000,11,30000,10000,10,0,0,0,off,NA,0.1
