sim,clade.id,time,r.time.rich,p.time.rich,r.env.rich,p.env.rich,r.MRD.rich,p.MRD.rich,r.PSV.rich,p.PSV.rich,r.env.MRD,p.env.MRD,r.env.PSV,p.env.PSV,n.regions,clade.origin.time
316,3020,764,0.993262438100346,0.0739419070147571,0.920863697703815,0.254970255252649,0.99063727550562,0.0871837759116714,-0.961261769786358,0.177777607216195,0.85901473909717,0.342154031164321,-0.777724390681949,0.432747862468845,3,0
316,3021,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
316,3021,764,0.986341277246537,0.105340586943637,0.938652204581148,0.224150779824086,-0.997435266604392,0.0456046470251333,0.982549790323158,0.119104733034826,-0.911561302741437,0.269755426849217,0.986417378940646,0.105046046789259,3,0
316,3022,764,0.999983041076434,0.0037076170954673,0.866025403784439,0.333333333333333,NA,NA,NA,NA,-0.866025403784439,0.333333333333333,0.866025403784439,0.333333333333333,3,0
316,3023,764,0.99998370518287,0.00363429733808607,0.866025403784439,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,3,0
316,3024,764,0.998625428903524,0.0333832399875911,0.866025403784439,0.333333333333333,NA,NA,NA,NA,-0.866025403784439,0.333333333333333,0.866025403784439,0.333333333333333,3,644
316,3025,764,0.998906107238672,0.0297798216376974,0.866025403784439,0.333333333333333,NA,NA,NA,NA,-0.866025403784439,0.333333333333333,NA,NA,3,644
316,3026,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,698
316,3027,764,0.999818911657586,0.0121156556552753,0.866025403784439,0.333333333333333,NA,NA,NA,NA,-0.866025403784439,0.333333333333333,0.866025403784439,0.333333333333333,3,654
316,3028,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,654
316,3029,764,0.999569367668253,0.0186837489809619,0.866025403784439,0.333333333333333,NA,NA,NA,NA,NA,NA,0.866025403784439,0.333333333333333,3,656
316,3030,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,656
316,3031,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,679
316,3032,764,0.925507800866338,0.247277200042316,0.993399267798783,0.0731863950403262,-0.866025403784439,0.333333333333333,0.940293939074716,0.221100240415977,-0.802955068546967,0.40651972837366,0.895044940197664,0.294286635456305,3,590
316,3033,764,0.951334810516546,0.199425876758967,0.981980506061966,0.121037718323677,-0.188982236504614,0.878962281676323,0.956259691559207,0.188986988883031,-2.82038292903448e-16,1,0.88374746907193,0.310024707206707,3,590
316,3034,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,590
316,3035,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,704
316,3036,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,671
316,3037,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,671
316,3038,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,633
316,3039,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,756
316,3040,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,586
316,3040,764,0.999015263178192,0.028254710045128,0.866025403784439,0.333333333333333,NA,NA,NA,NA,0.866025403784439,0.333333333333333,-0.866025403784439,0.333333333333333,3,586
316,3041,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,586
316,3041,764,0.999015263178192,0.028254710045128,0.866025403784439,0.333333333333333,NA,NA,NA,NA,0.866025403784439,0.333333333333333,-0.866025403784439,0.333333333333333,3,586
316,3042,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,586
316,3043,764,0.810884854079383,0.397972507160484,0.866025403784439,0.333333333333333,NA,NA,NA,NA,0.866025403784439,0.333333333333333,-0.866025403784439,0.333333333333333,3,609
316,3044,764,0.810884854079383,0.397972507160484,0.866025403784439,0.333333333333333,NA,NA,NA,NA,0.866025403784439,0.333333333333333,-0.866025403784439,0.333333333333333,3,609
316,3045,764,0.810884854079383,0.397972507160484,0.866025403784439,0.333333333333333,NA,NA,NA,NA,-0.866025403784439,0.333333333333333,NA,NA,3,609
316,3046,764,0.810884854079383,0.397972507160484,0.866025403784439,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,3,609
316,3047,764,0.999048038567828,0.0277804487174484,0.866025403784439,0.333333333333333,NA,NA,NA,NA,0.866025403784439,0.333333333333333,NA,NA,3,692
316,3048,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,692
316,3049,611,0.552515329494627,0.627336146671047,0.866025403784439,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,3,567
316,3049,764,0.999108866598588,0.0268781107040013,0.866025403784439,0.333333333333333,NA,NA,NA,NA,-0.866025403784439,0.333333333333333,0.866025403784439,0.333333333333333,3,567
316,3050,764,0.999911254418616,0.00848148116743808,0.866025403784439,0.333333333333333,NA,NA,NA,NA,-0.866025403784439,0.333333333333333,0.866025403784439,0.333333333333333,3,567
316,3051,764,0.999954718689838,0.00605837639485562,0.866025403784439,0.333333333333333,NA,NA,NA,NA,NA,NA,-0.866025403784439,0.333333333333333,3,567
316,3052,764,0.999956175269684,0.0059601382412624,0.866025403784439,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,3,567
316,3053,764,0.998221166691196,0.0379775676879115,0.866025403784439,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,3,668
316,3054,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,624
316,3055,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,624
316,3056,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,624
316,3057,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,702
316,3058,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,715
316,3059,764,0.777713771047819,0.432758617384745,0.866025403784439,0.333333333333333,NA,NA,NA,NA,0.866025403784439,0.333333333333333,-0.866025403784439,0.333333333333333,3,606
316,3060,764,0.999978959549732,0.00412974653108167,0.866025403784439,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,3,615
316,3061,764,0.999978959549732,0.00412974653109233,0.866025403784439,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,3,615
316,3062,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,630
316,3063,611,0.989743318610787,0.0912578966859789,0.866025403784439,0.333333333333333,NA,NA,NA,NA,0.866025403784439,0.333333333333333,-0.866025403784439,0.333333333333333,3,508
316,3063,764,0.993399267798783,0.0731863950403269,0.879867922907494,0.31526183168768,0.99996052606802,0.00565655147553734,-0.99983389428692,0.0116036178520149,0.884055588095998,0.309605280212127,-0.888383058409848,0.303658213835664,3,508
316,3064,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,508
316,3065,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,710
316,3066,611,0.989743318610787,0.0912578966859789,0.866025403784439,0.333333333333333,NA,NA,NA,NA,0.866025403784439,0.333333333333333,-0.866025403784439,0.333333333333333,3,563
316,3066,764,0.993399267798783,0.0731863950403269,0.879867922907494,0.31526183168768,0.999827492957005,0.011825098845001,-0.999128361337635,0.0265824444058756,0.888542727271191,0.303436732842671,-0.898938258714466,0.288679387281804,3,563
316,3067,611,0.997608605584528,0.0440359440827747,0.866025403784439,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,3,563
316,3067,764,0.999989418325344,0.00292868529127421,0.88249750329277,0.311720899061068,0.999983002166556,0.00371186797500567,-0.999909247413541,0.00857685189924452,0.885224712611668,0.308009031086066,-0.888753563656323,0.30314404716182,3,563
316,3068,764,0.999569367668254,0.0186837489809593,0.866025403784439,0.333333333333333,NA,NA,NA,NA,0.866025403784439,0.333333333333333,-0.866025403784439,0.333333333333333,3,563
