spp.name,region,extant,env.opt,time.of.origin,time.of.extinction,time.of.sp.origin,reg.env,carry.cap,time.of.sp.extinction
24,3,0,0.252592464049729,86,87,66,10.9090909090909,40000,30001
24,2,1,0.252592464049729,68,30001,66,7.27272727272727,40000,30001
25,3,1,2.45404107423661,175,30001,66,10.9090909090909,40000,30001
25,3,0,2.45404107423661,89,90,66,10.9090909090909,40000,30001
25,3,0,2.45404107423661,162,172,66,10.9090909090909,40000,30001
25,3,0,2.45404107423661,80,81,66,10.9090909090909,40000,30001
25,3,0,2.45404107423661,94,100,66,10.9090909090909,40000,30001
25,3,0,2.45404107423661,131,132,66,10.9090909090909,40000,30001
25,3,0,2.45404107423661,82,83,66,10.9090909090909,40000,30001
25,3,0,2.45404107423661,91,92,66,10.9090909090909,40000,30001
25,3,0,2.45404107423661,68,69,66,10.9090909090909,40000,30001
25,3,0,2.45404107423661,153,158,66,10.9090909090909,40000,30001
25,3,0,2.45404107423661,103,111,66,10.9090909090909,40000,30001
25,3,0,2.45404107423661,127,128,66,10.9090909090909,40000,30001
25,2,1,2.45404107423661,67,30001,66,7.27272727272727,40000,30001
25,1,1,2.45404107423661,66,30001,66,3.63636363636364,40000,30001
26,2,1,1.71583719114129,72,30001,67,7.27272727272727,40000,30001
26,1,1,1.71583719114129,70,30001,67,3.63636363636364,40000,30001
26,3,0,1.71583719114129,169,170,67,10.9090909090909,40000,30001
27,3,0,3.33389344289148,70,100,67,10.9090909090909,40000,30001
27,1,1,3.33389344289148,67,30001,67,3.63636363636364,40000,30001
27,2,1,3.33389344289148,69,30001,67,7.27272727272727,40000,30001
27,3,1,3.33389344289148,101,30001,67,10.9090909090909,40000,30001
28,3,0,3.08530723565976,72,100,67,10.9090909090909,40000,30001
28,3,1,3.08530723565976,121,30001,67,10.9090909090909,40000,30001
28,2,1,3.08530723565976,68,30001,67,7.27272727272727,40000,30001
28,1,1,3.08530723565976,67,30001,67,3.63636363636364,40000,30001
29,2,0,0.585920493779633,76,100,68,7.27272727272727,40000,30001
29,2,1,0.585920493779633,101,30001,68,7.27272727272727,40000,30001
29,3,0,0.585920493779633,95,96,68,10.9090909090909,40000,30001
29,1,1,0.585920493779633,69,30001,68,3.63636363636364,40000,30001
30,4,0,5.00950452761414,76,77,68,14.5454545454545,40000,30001
30,4,0,5.00950452761414,104,105,68,14.5454545454545,40000,30001
30,4,0,5.00950452761414,126,127,68,14.5454545454545,40000,30001
30,3,1,5.00950452761414,71,30001,68,10.9090909090909,40000,30001
30,4,0,5.00950452761414,110,112,68,14.5454545454545,40000,30001
30,2,1,5.00950452761414,69,30001,68,7.27272727272727,40000,30001
30,1,1,5.00950452761414,68,30001,68,3.63636363636364,40000,30001
30,4,0,5.00950452761414,157,158,68,14.5454545454545,40000,30001
30,4,0,5.00950452761414,152,153,68,14.5454545454545,40000,30001
31,1,1,5.61182484173993,70,30001,70,3.63636363636364,40000,30001
31,2,1,5.61182484173993,72,30001,70,7.27272727272727,40000,30001
31,4,0,5.61182484173993,105,107,70,14.5454545454545,40000,30001
31,3,1,5.61182484173993,74,30001,70,10.9090909090909,40000,30001
32,5,0,8.83632997070315,100,101,70,18.1818181818182,40000,30001
32,3,1,8.83632997070315,71,30001,70,10.9090909090909,40000,30001
32,5,0,8.83632997070315,120,121,70,18.1818181818182,40000,30001
32,2,1,8.83632997070315,70,30001,70,7.27272727272727,40000,30001
32,4,1,8.83632997070315,73,30001,70,14.5454545454545,40000,30001
32,5,0,8.83632997070315,157,158,70,18.1818181818182,40000,30001
32,5,0,8.83632997070315,87,88,70,18.1818181818182,40000,30001
32,5,0,8.83632997070315,168,169,70,18.1818181818182,40000,30001
32,5,0,8.83632997070315,131,132,70,18.1818181818182,40000,30001
32,1,1,8.83632997070315,72,30001,70,3.63636363636364,40000,30001
32,5,0,8.83632997070315,149,150,70,18.1818181818182,40000,30001
32,5,0,8.83632997070315,136,137,70,18.1818181818182,40000,30001
33,1,1,5.29786131938531,72,30001,71,3.63636363636364,40000,30001
33,4,0,5.29786131938531,135,136,71,14.5454545454545,40000,30001
33,2,1,5.29786131938531,71,30001,71,7.27272727272727,40000,30001
33,4,0,5.29786131938531,81,82,71,14.5454545454545,40000,30001
33,4,0,5.29786131938531,174,176,71,14.5454545454545,40000,30001
33,4,0,5.29786131938531,128,129,71,14.5454545454545,40000,30001
33,4,0,5.29786131938531,114,115,71,14.5454545454545,40000,30001
33,4,0,5.29786131938531,150,151,71,14.5454545454545,40000,30001
33,4,0,5.29786131938531,137,138,71,14.5454545454545,40000,30001
33,3,1,5.29786131938531,73,30001,71,10.9090909090909,40000,30001
34,4,0,5.08198622147988,105,106,72,14.5454545454545,40000,30001
34,2,1,5.08198622147988,73,30001,72,7.27272727272727,40000,30001
34,3,1,5.08198622147988,75,30001,72,10.9090909090909,40000,30001
34,4,0,5.08198622147988,152,153,72,14.5454545454545,40000,30001
34,4,0,5.08198622147988,178,179,72,14.5454545454545,40000,30001
34,4,0,5.08198622147988,77,78,72,14.5454545454545,40000,30001
34,4,0,5.08198622147988,137,140,72,14.5454545454545,40000,30001
34,4,0,5.08198622147988,149,150,72,14.5454545454545,40000,30001
34,1,1,5.08198622147988,72,30001,72,3.63636363636364,40000,30001
34,4,0,5.08198622147988,117,118,72,14.5454545454545,40000,30001
34,4,0,5.08198622147988,159,160,72,14.5454545454545,40000,30001
34,4,0,5.08198622147988,79,80,72,14.5454545454545,40000,30001
35,3,0,2.56253909629915,104,115,72,10.9090909090909,40000,30001
35,3,0,2.56253909629915,160,166,72,10.9090909090909,40000,30001
35,3,0,2.56253909629915,95,96,72,10.9090909090909,40000,30001
35,2,1,2.56253909629915,73,30001,72,7.27272727272727,40000,30001
35,3,0,2.56253909629915,118,137,72,10.9090909090909,40000,30001
35,3,0,2.56253909629915,75,85,72,10.9090909090909,40000,30001
35,3,1,2.56253909629915,181,30001,72,10.9090909090909,40000,30001
35,3,0,2.56253909629915,88,89,72,10.9090909090909,40000,30001
35,3,0,2.56253909629915,146,156,72,10.9090909090909,40000,30001
35,1,1,2.56253909629915,72,30001,72,3.63636363636364,40000,30001
36,4,1,8.5033618427283,77,30001,72,14.5454545454545,40000,30001
36,1,1,8.5033618427283,73,30001,72,3.63636363636364,40000,30001
36,2,1,8.5033618427283,72,30001,72,7.27272727272727,40000,30001
36,5,0,8.5033618427283,101,102,72,18.1818181818182,40000,30001
36,3,1,8.5033618427283,75,30001,72,10.9090909090909,40000,30001
37,4,0,6.28869700902937,80,88,73,14.5454545454545,40000,30001
37,4,0,6.28869700902937,117,118,73,14.5454545454545,40000,30001
37,4,0,6.28869700902937,137,138,73,14.5454545454545,40000,30001
37,4,0,6.28869700902937,105,113,73,14.5454545454545,40000,30001
37,3,1,6.28869700902937,79,30001,73,10.9090909090909,40000,30001
37,4,0,6.28869700902937,91,94,73,14.5454545454545,40000,30001
37,4,0,6.28869700902937,98,100,73,14.5454545454545,40000,30001
37,4,0,6.28869700902937,143,146,73,14.5454545454545,40000,30001
37,4,0,6.28869700902937,148,179,73,14.5454545454545,40000,30001
37,4,0,6.28869700902937,132,136,73,14.5454545454545,40000,30001
37,4,0,6.28869700902937,121,125,73,14.5454545454545,40000,30001
37,2,1,6.28869700902937,76,30001,73,7.27272727272727,40000,30001
37,1,1,6.28869700902937,73,30001,73,3.63636363636364,40000,30001
38,3,1,3.49339906212248,76,30001,73,10.9090909090909,40000,30001
38,1,1,3.49339906212248,73,30001,73,3.63636363636364,40000,30001
38,4,0,3.49339906212248,154,155,73,14.5454545454545,40000,30001
38,2,1,3.49339906212248,74,30001,73,7.27272727272727,40000,30001
39,2,1,1.36960627538864,78,30001,74,7.27272727272727,40000,30001
39,1,1,1.36960627538864,75,30001,74,3.63636363636364,40000,30001
39,3,0,1.36960627538864,92,94,74,10.9090909090909,40000,30001
39,3,0,1.36960627538864,104,105,74,10.9090909090909,40000,30001
40,2,1,3.11852447773536,79,30001,74,7.27272727272727,40000,30001
40,3,1,3.11852447773536,87,30001,74,10.9090909090909,40000,30001
40,1,1,3.11852447773536,77,30001,74,3.63636363636364,40000,30001
41,3,0,1.98068244699863,103,105,74,10.9090909090909,40000,30001
41,3,0,1.98068244699863,125,129,74,10.9090909090909,40000,30001
41,3,0,1.98068244699863,101,102,74,10.9090909090909,40000,30001
41,3,0,1.98068244699863,139,140,74,10.9090909090909,40000,30001
41,3,0,1.98068244699863,173,174,74,10.9090909090909,40000,30001
41,3,0,1.98068244699863,87,89,74,10.9090909090909,40000,30001
41,3,0,1.98068244699863,77,78,74,10.9090909090909,40000,30001
41,3,0,1.98068244699863,84,85,74,10.9090909090909,40000,30001
41,3,0,1.98068244699863,93,94,74,10.9090909090909,40000,30001
41,3,0,1.98068244699863,147,148,74,10.9090909090909,40000,30001
41,1,1,1.98068244699863,74,30001,74,3.63636363636364,40000,30001
41,2,1,1.98068244699863,76,30001,74,7.27272727272727,40000,30001
41,3,0,1.98068244699863,114,115,74,10.9090909090909,40000,30001
41,3,0,1.98068244699863,95,96,74,10.9090909090909,40000,30001
42,3,1,4.8089965930225,80,30001,74,10.9090909090909,40000,30001
42,4,0,4.8089965930225,92,94,74,14.5454545454545,40000,30001
42,2,1,4.8089965930225,75,30001,74,7.27272727272727,40000,30001
42,1,1,4.8089965930225,74,30001,74,3.63636363636364,40000,30001
43,2,0,-0.4814645298422,101,152,75,7.27272727272727,40000,30001
43,2,1,-0.4814645298422,153,30001,75,7.27272727272727,40000,30001
43,1,1,-0.4814645298422,75,30001,75,3.63636363636364,40000,30001
43,2,0,-0.4814645298422,84,100,75,7.27272727272727,40000,30001
44,3,0,2.74639582306816,127,141,75,10.9090909090909,40000,30001
44,3,0,2.74639582306816,110,122,75,10.9090909090909,40000,30001
44,2,1,2.74639582306816,75,30001,75,7.27272727272727,40000,30001
44,3,0,2.74639582306816,153,170,75,10.9090909090909,40000,30001
44,3,0,2.74639582306816,172,173,75,10.9090909090909,40000,30001
44,3,0,2.74639582306816,84,86,75,10.9090909090909,40000,30001
44,3,0,2.74639582306816,76,82,75,10.9090909090909,40000,30001
44,1,1,2.74639582306816,81,30001,75,3.63636363636364,40000,30001
45,3,0,2.36127061824872,143,146,76,10.9090909090909,40000,30001
45,3,0,2.36127061824872,131,132,76,10.9090909090909,40000,30001
45,2,1,2.36127061824872,80,30001,76,7.27272727272727,40000,30001
45,3,0,2.36127061824872,179,180,76,10.9090909090909,40000,30001
45,1,1,2.36127061824872,76,30001,76,3.63636363636364,40000,30001
45,3,0,2.36127061824872,134,142,76,10.9090909090909,40000,30001
45,3,0,2.36127061824872,165,177,76,10.9090909090909,40000,30001
45,3,0,2.36127061824872,85,89,76,10.9090909090909,40000,30001
45,3,0,2.36127061824872,107,109,76,10.9090909090909,40000,30001
45,3,0,2.36127061824872,118,122,76,10.9090909090909,40000,30001
45,3,0,2.36127061824872,111,116,76,10.9090909090909,40000,30001
46,4,0,5.23612591838486,165,166,76,14.5454545454545,40000,30001
46,3,1,5.23612591838486,79,30001,76,10.9090909090909,40000,30001
46,4,0,5.23612591838486,83,85,76,14.5454545454545,40000,30001
46,2,1,5.23612591838486,78,30001,76,7.27272727272727,40000,30001
46,4,0,5.23612591838486,160,161,76,14.5454545454545,40000,30001
46,1,1,5.23612591838486,76,30001,76,3.63636363636364,40000,30001
46,4,0,5.23612591838486,171,172,76,14.5454545454545,40000,30001
47,3,0,2.46537761890544,127,129,76,10.9090909090909,40000,30001
47,3,0,2.46537761890544,130,133,76,10.9090909090909,40000,30001
47,3,0,2.46537761890544,99,100,76,10.9090909090909,40000,30001
47,3,0,2.46537761890544,82,85,76,10.9090909090909,40000,30001
47,3,0,2.46537761890544,167,171,76,10.9090909090909,40000,30001
47,3,0,2.46537761890544,165,166,76,10.9090909090909,40000,30001
47,3,0,2.46537761890544,176,180,76,10.9090909090909,40000,30001
47,1,1,2.46537761890544,76,30001,76,3.63636363636364,40000,30001
47,3,0,2.46537761890544,86,91,76,10.9090909090909,40000,30001
47,3,0,2.46537761890544,106,107,76,10.9090909090909,40000,30001
47,2,1,2.46537761890544,78,30001,76,7.27272727272727,40000,30001
47,3,0,2.46537761890544,102,103,76,10.9090909090909,40000,30001
47,3,0,2.46537761890544,142,151,76,10.9090909090909,40000,30001
47,3,0,2.46537761890544,154,162,76,10.9090909090909,40000,30001
48,5,1,10.5279644801868,98,30001,76,18.1818181818182,40000,30001
48,3,1,10.5279644801868,77,30001,76,10.9090909090909,40000,30001
48,4,1,10.5279644801868,79,30001,76,14.5454545454545,40000,30001
48,5,0,10.5279644801868,90,97,76,18.1818181818182,40000,30001
48,1,1,10.5279644801868,102,30001,76,3.63636363636364,40000,30001
48,1,0,10.5279644801868,82,100,76,3.63636363636364,40000,30001
48,2,1,10.5279644801868,76,30001,76,7.27272727272727,40000,30001
49,1,1,1.15230409438352,78,30001,77,3.63636363636364,40000,30001
49,3,0,1.15230409438352,121,122,77,10.9090909090909,40000,30001
49,2,1,1.15230409438352,79,30001,77,7.27272727272727,40000,30001
50,2,0,-1.3688266102227,157,158,78,7.27272727272727,40000,30001
50,2,0,-1.3688266102227,133,135,78,7.27272727272727,40000,30001
50,2,0,-1.3688266102227,102,105,78,7.27272727272727,40000,30001
50,2,0,-1.3688266102227,90,91,78,7.27272727272727,40000,30001
50,2,0,-1.3688266102227,170,173,78,7.27272727272727,40000,30001
50,1,1,-1.3688266102227,82,30001,78,3.63636363636364,40000,30001
50,2,0,-1.3688266102227,87,88,78,7.27272727272727,40000,30001
50,2,0,-1.3688266102227,146,153,78,7.27272727272727,40000,30001
51,3,1,4.83509381487696,81,30001,78,10.9090909090909,40000,30001
51,4,0,4.83509381487696,134,135,78,14.5454545454545,40000,30001
51,2,1,4.83509381487696,80,30001,78,7.27272727272727,40000,30001
51,1,1,4.83509381487696,78,30001,78,3.63636363636364,40000,30001
52,3,0,1.59331219476012,87,88,78,10.9090909090909,40000,30001
52,3,0,1.59331219476012,129,130,78,10.9090909090909,40000,30001
52,2,1,1.59331219476012,79,30001,78,7.27272727272727,40000,30001
52,1,1,1.59331219476012,78,30001,78,3.63636363636364,40000,30001
52,3,0,1.59331219476012,95,100,78,10.9090909090909,40000,30001
52,3,0,1.59331219476012,140,141,78,10.9090909090909,40000,30001
52,3,0,1.59331219476012,91,92,78,10.9090909090909,40000,30001
53,4,1,6.88189510980312,104,30001,78,14.5454545454545,40000,30001
53,1,1,6.88189510980312,79,30001,78,3.63636363636364,40000,30001
53,3,1,6.88189510980312,80,30001,78,10.9090909090909,40000,30001
53,2,1,6.88189510980312,78,30001,78,7.27272727272727,40000,30001
53,4,0,6.88189510980312,91,100,78,14.5454545454545,40000,30001
54,4,0,5.82303197836735,83,84,78,14.5454545454545,40000,30001
54,4,0,5.82303197836735,91,92,78,14.5454545454545,40000,30001
54,4,1,5.82303197836735,175,30001,78,14.5454545454545,40000,30001
54,4,0,5.82303197836735,145,146,78,14.5454545454545,40000,30001
54,4,0,5.82303197836735,79,82,78,14.5454545454545,40000,30001
54,4,0,5.82303197836735,155,159,78,14.5454545454545,40000,30001
54,3,1,5.82303197836735,78,30001,78,10.9090909090909,40000,30001
54,4,0,5.82303197836735,130,135,78,14.5454545454545,40000,30001
54,4,0,5.82303197836735,170,171,78,14.5454545454545,40000,30001
54,4,0,5.82303197836735,116,117,78,14.5454545454545,40000,30001
54,2,1,5.82303197836735,86,30001,78,7.27272727272727,40000,30001
54,1,1,5.82303197836735,89,30001,78,3.63636363636364,40000,30001
