sim,clade.id,time,r.time.rich,p.time.rich,r.env.rich,p.env.rich,r.MRD.rich,p.MRD.rich,r.PSV.rich,p.PSV.rich,r.env.MRD,p.env.MRD,r.env.PSV,p.env.PSV,r.ext.reg,p.ext.reg,r.rich.ext,p.rich.ext,n.regions,clade.origin.time,global.richness,extant.richness,max.RD,MRD.range,MRD.mean,MRD.var,MRD.rich.slope,MRD.env.slope,PSV.range,PSV.mean,PSV.var,PSV.rich.slope,PSV.env.slope,n.div.regions,gamma.stat,clade.richness,tree.beta
4074,2206,1e+05,0.645074299128471,0.0440084463519537,0.997343978296628,2.17029949567404e-10,-0.989988775440422,4.342100682102e-08,0.911665454833017,0.000239168810704626,-0.995606620396762,1.62136765354903e-09,0.914882033605751,0.000207013352063079,-0.675708833423933,0.0319829124203611,-0.674983908141347,0.0322380745211427,10,32,2205,2205,60,41.6966051857792,32.0837573971323,209.230159355064,-0.12216815155657,-1.30805767397401,0.159348131866117,0.934634708404081,0.00317395651687609,0.000438179014654251,0.00468158119125153,10,15.8831574665261,2205,-0.457271078721581
4074,2207,1e+05,0.744112924114794,0.0135892834344586,0.939129283483783,5.57866157899767e-05,-0.933528017124605,7.87883854216521e-05,0.941340624741192,4.82418875620283e-05,-0.995972631300353,1.14541585737043e-09,0.903631903178311,0.000335415047550081,-0.678313761682062,0.0310773528335325,-0.777255343570348,0.00814976511590105,10,49,1973,1973,59,41.5430581239349,31.2129245448167,205.707802888004,-0.156238377198491,-1.29747727951396,0.155168173395706,0.933280696282714,0.00302370886076857,0.000604020624416918,0.0045132409094968,10,15.1511955265917,1973,-0.447848058558995
4074,2208,1e+05,0.742345781144755,0.0139359583742489,0.926103730259788,0.000119241289074257,-0.921654949358851,0.000149829740718101,0.936736006548269,6.49002758790207e-05,-0.996073634156361,1.03488810805418e-09,0.902405278768795,0.000352283256987107,-0.679912297350416,0.0305303775713622,-0.781769701576222,0.00755324061693321,10,56,1959,1959,58,41.4593661635636,30.2639523565832,203.737075708238,-0.156078745741202,-1.29137820680001,0.154542706272584,0.933218519663198,0.00301105793147328,0.000609841734967492,0.00449767589798556,10,15.1000332692573,1959,-0.439420578886449
4074,2209,1e+05,0.870759902184573,0.00104129022275234,0.628987024139761,0.0513924634233915,-0.650775371012404,0.0415726864852076,0.837139767910568,0.00251615344030132,-0.995818265353669,1.33113757887643e-09,0.861353037918396,0.00136291924813658,-0.661896264135834,0.0370854026877164,-0.730555671680052,0.0164086052389762,10,134,1802,1802,57,41.1167987434854,29.3193317393015,201.465221408431,-0.114928955239792,-1.28382877316438,0.152107354852417,0.931531263226196,0.00281157808866247,0.000552295310938109,0.00414842496439748,10,14.8150613726373,1802,-0.456108804007168
4074,2210,1e+05,0.868988006478465,0.00109712849055832,0.580061963058727,0.07877102159661,-0.602559545442942,0.0652308013061348,0.816016886461219,0.00398877412314991,-0.995981408538861,1.13547516275181e-09,0.854958594877716,0.00161913341334441,-0.664524508520323,0.0360749073648258,-0.724379131976431,0.0178185724416243,10,158,1767,1767,56,41.0155209019694,28.4135217489555,198.065223772829,-0.108576442499943,-1.27315805038215,0.150408012565888,0.931256856648897,0.00277191632826944,0.000550073505044087,0.00408848223724102,10,14.5793691514632,1767,-0.45018174693614
4074,2211,1e+05,0.861980236351913,0.0602620511920515,0.570331562773428,0.315386668121233,-0.322798956365156,0.596253189443997,0.690765622796396,0.196569749192394,-0.922676342160996,0.025509391080055,0.749243185732354,0.144931391317038,-0.157842610880415,0.799866202932753,-0.88359361123252,0.0468345986600544,5,187,386,386,22,7.2375,12.9029538500765,8.70234411059808,-0.011844306913397,-0.473402122641509,0.949390361967166,0.732807219081475,0.163436970658613,0.00347348375679354,0.0526818046095215,5,7.69175551367284,386,-0.115982089580167
4074,2212,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,228,48,48,11,0.729166666666667,6.63541666666667,0.265842013888889,-0.0162037037037037,-0.20052083333333,0.0878572204910886,0.745932512475963,0.00385944559620988,0.00195238267757975,0.0241607356350489,2,3.70739716488816,48,1.87892071273476
4074,2213,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18797,30,30,10,0.366666666666666,5.81666666666667,0.0672222222222221,-0.0135802469135802,-0.100833333333331,0.156981998145417,0.784042815359435,0.0123216738708639,-0.00581414807945988,-0.0431700494899888,2,1.82503290460606,30,0.637382905176242
4074,2214,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,55723,10,10,5,1.4,4.3,0.98,-0.155555555555555,-0.384999999999993,0,0.656420062585792,NA,NA,NA,1,1.97624737749881,10,9.99992208063144
4074,2223,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,52285,20,20,9,0.15,5.075,0.0112500000000001,0.00833333333333339,0.0412499999999995,0.186625854167011,0.906687072916494,0.0174146047217833,-0.0103681030092784,-0.0513221098959271,2,0.393302228729077,20,-0.597344731416584
