sim.id,status,reg.of.origin,w,alpha,beta,sigma_E,carry.cap,energy.gradient,max.K,num.of.bins,max.time,max.richness,replicate,disturb_frequency,temperate_disturb_intensity,tropical_disturb_intensity,specn.gradient,specn.factor,gamma,n.regions,extant.S,extinct.S,skipped.clades,skipped.times
3325,completed,tropical,3,1e-06,1e-04,1,on,on,40000,11,30000,10000,1,0,0.99,0.75,off,NA,0.1,10,2143,5211,0,
