sim,clade.id,time,r.time.rich,p.time.rich,r.env.rich,p.env.rich,r.MRD.rich,p.MRD.rich,r.PSV.rich,p.PSV.rich,r.env.MRD,p.env.MRD,r.env.PSV,p.env.PSV,r.ext.reg,p.ext.reg,r.rich.ext,p.rich.ext,n.regions,clade.origin.time,global.richness,extant.richness,gamma.stat,clade.richness,BK.env,BK.reg
3325,2213,30000,0.952235221279405,0.0477647787205955,0.0795029427675457,0.920497057232454,-0.969815333080498,0.0301846669195023,NA,NA,-0.0024707179300101,0.99752928206999,NA,NA,-0.12327562095907,0.87672437904093,-0.943830213746995,0.0561697862530052,4,1017,39,39,-0.960614949970297,39,0.437783724725772,0.485152796577386
3325,2214,30000,0.944856733413754,0.0551432665862459,0.0749110958292423,0.925088904170758,-0.964872130217158,0.0351278697828419,NA,NA,0.00843499005779474,0.991565009942205,NA,NA,-0.0620588931238086,0.937941106876191,-0.972314173708421,0.0276858262915791,4,1828,26,26,-1.39380454006081,26,0.520233282652665,0.683217873993004
3325,2215,30000,0.991602597102944,0.0825604396924291,-0.0691163516376222,0.955964055917219,-0.13283992098338,0.91518076138039,NA,NA,0.997948715788674,0.0407832945368294,NA,NA,0.00164239328564967,0.998954419490284,-0.997720776312967,0.0429903635730579,3,5460,14,14,-0.825046593497619,14,0.316857206884077,0.356122385024306
3325,2216,30000,0.999999740902189,0.000458275882344372,-8.46103582008765e-15,0.999999999999995,-0.55441595321593,0.625883372129832,NA,NA,0.832239719563828,0.374116627870162,NA,NA,-0.00101491416893593,0.999353885461878,-0.999999484974482,0.000646114538064868,3,5924,13,13,-0.504555632219841,13,0.182747342415428,0.257904646545349
3325,2219,30000,0.999999740643554,0.000458504553371597,-8.46103582008765e-15,0.999999999999995,-0.277350098112615,0.821087624977933,NA,NA,0.960768922830525,0.178912375022061,NA,NA,-0.000782670625578374,0.999501736353635,-0.999999693713299,0.000498263646383879,3,5936,10,10,0.180556570242181,10,0.125527578835197,0.27556076808886
3325,2220,30000,0.99999971765058,0.000478397146582044,-8.46103582008765e-15,0.999999999999995,-0.064018439966448,0.959216705463166,NA,NA,0.997948715788674,0.0407832945368303,NA,NA,-0.000173340815606797,0.999889647808874,-0.999999984976481,0.000110352191232169,3,6936,9,9,0.568921499894059,9,0.134520079888262,0.308647580672895
3325,2221,30000,0.99999960008629,0.000569348632649902,-8.46103582008765e-15,0.999999999999995,0.142857142857143,0.90874210331402,NA,NA,0.989743318610786,0.0912578966859854,NA,NA,-0.00012091723620977,0.999923021696421,-0.999999992689511,7.69783046721859e-05,3,10618,8,8,0.741409049463247,8,0.162173984820266,0.383649500629638
3325,2228,30000,0.964997444732293,0.168935137250854,0.292306411107734,0.811154577142476,-0.550742712657211,0.628689098978755,NA,NA,-0.959206020275881,0.182465478163721,NA,NA,-0.0338370527702578,0.978454550436728,-0.965667876303077,0.167299973294252,3,2043,12,12,-0.543517884815451,12,0.258508676351811,0.332544871480155
3325,2229,30000,0.985952292185342,0.106833528253506,0.21160368475758,0.864262790669697,-0.671931943959679,0.530929457336364,NA,NA,-0.866025403784439,0.333333333333333,NA,NA,-0.0288941790926925,0.981602833792782,-0.983061600256971,0.117340043123084,3,10301,11,11,-0.871237252085108,11,0.325012486306848,0.36527960146906
3325,2230,30000,0.9811601341378,0.12377080876872,0.240192230707631,0.845579041688733,-0.525197464368065,0.647982917685703,NA,NA,-0.952216581409108,0.19759612400303,NA,NA,-0.0343284213054315,0.978141553662045,-0.978398623842312,0.132562511973311,3,11343,10,10,-0.595034062549026,10,0.360942554470246,0.403410545934537
3325,2231,30000,0.974768421031215,0.143312723828201,0.277350098112615,0.821087624977933,-0.345788301741634,0.775223066038903,NA,NA,-0.997405961908059,0.0458645589390285,NA,NA,-0.125491236229783,0.919898611891241,-0.987978789994266,0.0988109869133072,3,13741,9,9,-0.42688878079505,9,0.429246296104811,0.482347764990668
3325,2239,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3790,13,13,0.869941234129327,13,0.23121464108378,0.275094085634697
3325,2244,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7486,8,8,1.67073750101664,8,0.301042610071645,0.390778931252633
3325,2251,30000,0.932658598230879,0.0207644712868569,0.278159603082103,0.650457826890192,-0.599922996715531,0.284835417597723,0.998232226327619,0.00176777367238046,-0.913419424240466,0.0301816138757802,0.939561439543467,0.0604385604565325,0.15983499081979,0.797361632016655,-0.655146269676934,0.230109883106247,5,921,33,33,-1.58099103377172,33,0.654272340472729,0.927501427306755
3325,2252,30000,0.952499027841088,0.0123386820818556,0.249783268273085,0.685304838992298,-0.533162401728205,0.354851772542234,0.997732262221124,0.00226773777887623,-0.926126060154504,0.0238341057167801,0.934194873400545,0.0658051265994553,0.246098188671085,0.689850318743703,-0.603611910022302,0.281084167062625,5,1246,30,30,-1.01843996017417,30,0.650249616337217,0.887034384246724
3325,2253,30000,0.617405556770293,0.57636754412431,-0.211603684757588,0.864262790669692,0.579724559944582,0.606320311275154,NA,NA,0.673689684666025,0.529416898055155,NA,NA,0.106872912153136,0.931832402230675,-0.994372637916186,0.0675696115609778,3,1588,13,13,0.0812266420343065,13,0.894512259336171,1.39225204827106
3325,2254,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2055,10,10,0.103171371151602,10,0.230505550417229,0.203085400822982
3325,2265,30000,0.604638199199273,0.395361800800727,0.600994201178969,0.399005798821031,-0.59872431374996,0.40127568625004,0.751804253422213,0.248195746577787,-0.947758204414546,0.0522417955854545,0.947088015200858,0.0529119847991417,-0.897201228314093,0.102798771685907,-0.669805610021748,0.330194389978252,4,2058,17,17,-0.782169093639473,17,0.67150558657951,0.799765318393595
3325,2266,30000,0.408447156408389,0.591552843591611,0.153937267951772,0.846062732048228,0.0420524569928848,0.957947543007115,0.99768142308597,0.0433600547831976,-0.928809220003858,0.0711907799961423,0.898046040956576,0.289973278550141,-0.777120463062359,0.222879536937641,-0.400033392152956,0.599966607847044,4,10451,12,12,-0.0548400775595836,12,0.477806554807878,0.636342636804571
3325,2267,30000,0.82002135852395,0.3879229791142,0.866025403784435,0.333333333333338,NA,NA,0.997293460428867,0.0468489986726535,-0.866025403784435,0.333333333333338,0.900443387466557,0.286484334660685,-0.961797767514508,0.176535423527038,-0.696060828021554,0.509868756860372,3,11873,11,11,0.232822771597121,11,0.402185881929225,0.588171555183653
3325,2268,30000,0.708848337932251,0.498430110801529,0.866025403784435,0.333333333333338,NA,NA,0.996769347379381,0.051186713090086,-0.866025403784435,0.333333333333338,0.9033862248185,0.282146620243253,-0.995160176342923,0.0626592517643027,-0.812700951149607,0.395992585097636,3,14458,10,10,0.455650937556173,10,0.449956068025177,0.632640772443141
3325,2283,30000,0.872635029122335,0.000984482166881406,0.132764410734218,0.714643033737543,-0.265528155666252,0.458406266867481,0.564560354875146,0.089083447800526,-0.983694417062268,3.03249556684703e-07,0.781433797199721,0.00759652619757234,-0.786711521069043,0.006936444777574,-0.63790292234656,0.0472057960998974,10,724,1538,1538,-8.0577158296393,1538,9.83253115907785,7.30974156611774
