sim.id,status,reg.of.origin,w,alpha,beta,sigma_E,carry.cap,energy.gradient,max.K,num.of.bins,max.time,max.richness,replicate,disturb_frequency,temperate_disturb_intensity,tropical_disturb_intensity,n.regions,extant.S,extinct.S,skipped.clades,skipped.times
3345,completed,temperate,3,1e-06,1e-04,1,on,on,40000,11,30000,10000,1,0,0.99,0.75,10,2172,4334,0,
