sim,clade.id,time,r.time.rich,p.time.rich,r.env.rich,p.env.rich,r.MRD.rich,p.MRD.rich,r.PSV.rich,p.PSV.rich,r.env.MRD,p.env.MRD,r.env.PSV,p.env.PSV,r.ext.reg,p.ext.reg,r.rich.ext,p.rich.ext,n.regions,clade.origin.time,global.richness,extant.richness,max.RD,MRD.range,MRD.mean,MRD.var,MRD.rich.slope,MRD.env.slope,PSV.range,PSV.mean,PSV.var,PSV.rich.slope,PSV.env.slope,n.div.regions,gamma.stat,clade.richness,tree.beta
4203,2209,1e+05,0.180802987486595,0.617170849416713,0.998537222165302,1.9995338718104e-11,-0.991301302310553,2.4788737572098e-08,0.924459343354026,0.000129950689142344,-0.990596820539789,3.38195630579508e-08,0.934720877895846,7.33908453360854e-05,-0.956763842394242,1.45095340517929e-05,-0.946602257368489,3.33400032204717e-05,10,38,2208,2208,56,39.3469338026262,33.6248198129667,183.802993325969,-0.110995390209676,-1.21983248263493,0.12605747183272,0.94559485339062,0.0016699481663681,0.000312005527068924,0.00346944824294691,10,13.6956122976234,2208,-0.404207146215829
4203,2210,1e+05,0.369840432266393,0.292848179028303,0.847693579105294,0.00195067355446854,-0.803515417538579,0.00510554976651087,0.911607323661392,0.000239781716047549,-0.99106254085201,2.7616516878431e-08,0.904060885906354,0.000329658234238916,-0.295719510908143,0.406777368759618,-0.729160851543313,0.0167199736212363,10,63,1986,1986,55,39.0554837375252,32.6873209580661,181.170405355417,-0.111178777017776,-1.21163459156192,0.121739609267679,0.944148032762361,0.00154267263081299,0.00036806857773322,0.00322523631771316,10,13.1578101006231,1986,-0.415293538292017
4203,2211,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,93,53,53,11,0.204545454545454,6.89772727272727,0.0209194214876032,-0.00619834710743798,-0.0562499999999986,0.313814490182,0.741335308644651,0.0492397671240944,0.00950953000551516,0.0862989848000485,2,1.66115811171691,53,0.267324579382532
4203,2212,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,197,11,11,6,0.0909090909090908,4.04545454545454,0.00413223140495867,0.0101010101010101,0.0249999999999996,0.310966968564436,0.768897546348124,0.0483502277690773,-0.0345518853960484,-0.0855159163552182,2,1.98281885803428,11,-0.422535096699688
4203,2213,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7744,8,8,5,0.625,3.3125,0.1953125,0.104166666666667,0.171874999999997,0.645202325206878,0.677398837396561,0.208143020226181,-0.107533720867813,-0.177430639431888,2,2.18614053969919,8,-1.24358223001393
4203,2222,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,124,42,42,10,0.0808080808080813,6.4040404040404,0.0032649729619427,-0.00336700336700331,-0.0222222222222214,0.49094710774694,0.612813221728276,0.120514531302543,0.0204561294894558,0.135010454630406,2,1.37995505672047,42,0.356680110014863
4203,2223,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,588,24,24,7,0.1875,5.34375,0.017578125,0.0234375,0.0515624999999991,0.447975800085455,0.411438322814339,0.100341158731102,0.0559969750106818,0.123193345023498,2,1.1943486703893,24,1.13234608368437
4203,2224,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16163,21,21,6,0.826923076923077,4.66346153846154,0.341900887573964,0.165384615384616,0.227403846153842,0.300333695233918,0.372441278101965,0.04510016424643,0.0600667390467836,0.082591766189326,2,1.15422946016909,21,9.35126401189908
4203,2225,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44662,13,13,5,0,4.07692307692308,NA,NA,NA,0,0.791750649389162,NA,NA,NA,1,-0.0135280954483998,13,4.24603509101788
4203,2226,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49609,10,10,4,0,3.5,NA,NA,NA,0,0.750318729755534,NA,NA,NA,1,0.0246917825143216,10,9.99995169634625
4203,2237,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,76199,8,8,4,0,3.25,NA,NA,NA,0,0.78294279352008,NA,NA,NA,1,0.433432109401717,8,9.99991873048828
4203,2246,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,187,18,18,9,1.70588235294118,6.14705882352941,1.45501730103806,-0.106617647058823,-0.469117647058815,0,0.774595331505209,NA,NA,NA,1,1.5727689062843,18,-0.876977066767336
4203,2247,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,480,15,15,8,1.14285714285714,5.42857142857143,0.653061224489796,-0.0879120879120878,-0.314285714285708,0,0.688586865305113,NA,NA,NA,1,1.70972202914482,15,-1.01088147634751
4203,2251,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1981,11,11,7,0.5,4.75,0.125,-0.0555555555555556,-0.137499999999998,0,0.469152352548429,NA,NA,NA,1,2.26830387412202,11,-1.34014640703725
4203,2252,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,48022,10,10,6,0.111111111111111,3.94444444444444,0.00617283950617285,-0.0138888888888888,-0.0305555555555549,0,0.634452182761083,NA,NA,NA,1,1.42825513985244,10,-0.498846187981485
4203,2263,1e+05,0.449994237509167,0.191915731869598,0.763943642517905,0.0101021044364109,-0.719691031854539,0.0189433266286169,0.895161133894022,0.000464896011910021,-0.991834604089943,1.92586233635105e-08,0.877428857200151,0.000849529307162866,-0.288420558573484,0.418996312773867,-0.807703763522023,0.0047093434630895,10,144,1933,1933,54,38.3504175431886,31.7825090576928,176.893149011516,-0.0991076252921559,-1.19817909262435,0.121065102113427,0.943887302972098,0.00149011386133266,0.000357780294887746,0.00307644117372926,10,13.1171543128228,1933,-0.417851133338961
4203,2264,1e+05,0.463844782646094,0.176907979019326,0.745020758348244,0.0134135517472833,-0.702962803012263,0.0233570615240759,0.892382133762805,0.000514395759728004,-0.992015981964001,1.76074756254223e-08,0.869689833130149,0.00107475759933218,-0.287068951575186,0.421277677342717,-0.821719778443881,0.00354259763387344,10,158,1924,1924,53,38.118406961178,30.8057101158939,175.802750639771,-0.096049598641441,-1.19469893389419,0.121082078049703,0.943772343664247,0.00148081338592103,0.000353876243907062,0.00303977565979742,10,13.0875553641855,1924,-0.39564025142345
4203,2265,1e+05,0.552673252694308,0.62721551917694,0.996361970659958,0.054320026357372,0.939368490385668,0.222824759565929,NA,NA,0.965174531670877,0.168504733208557,NA,NA,-0.992784682881278,0.0765216471317151,-0.999391955867206,0.0222016207743417,3,232,71,71,10,2.38181818181818,6.37727272727273,1.52245867768595,0.0427722527132422,0.327499999999998,0.0198320842166739,0.840830720684372,0.000196655782188624,0.000639744652150772,0.00545382315958523,2,2.58303695696966,71,0.526465490991849
4203,2266,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,321,35,35,9,0.4,6.2,0.0800000000000001,0.0125000000000001,0.109999999999998,0.0847161742133424,0.845170880880568,0.00358841508667269,-0.00264738044416695,-0.0232969479086688,2,0.715351572468256,35,0.154277813803714
4203,2268,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,331,33,33,8,0.666666666666667,5.33333333333333,0.222222222222222,0.0222222222222222,0.18333333333333,0.10916691065609,0.833034560303696,0.00595870719109735,-0.00363889702186966,-0.0300209004304242,2,0.939214331504714,33,2.04938100216817
4203,2269,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29562,16,16,5,0.6875,3.84375,0.236328125,0.0491071428571429,0.189062499999997,0.116067321616173,0.879897569493739,0.00673581157357608,-0.00829052297258378,-0.031918513444447,2,0.062819759372562,16,9.9999499008007
4203,2270,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35582,8,8,4,0,3.25,NA,NA,NA,0,0.632903735867969,NA,NA,NA,1,0.634639881933654,8,6.43190161793014
4203,2277,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,33934,8,8,4,0.625,2.8125,0.1953125,0.104166666666667,0.171874999999997,0.298725625024326,0.850637187487837,0.0446184995230872,-0.049787604170721,-0.0821495468816882,2,0.552940714865321,8,9.99995434071618
4203,2284,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,889,17,17,7,0.117647058823529,5.05882352941176,0.00692041522491345,0.00735294117647065,0.0323529411764703,0,0.51259728397216,NA,NA,NA,1,1.549282775157,17,-0.455472463509718
4203,2285,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50857,14,14,6,0.642857142857143,4.32142857142857,0.206632653061225,0.0494505494505495,0.176785714285711,0,0.55589865235186,NA,NA,NA,1,0.479023203972033,14,-0.45341901811386
