sim,clade.id,time,r.time.rich,p.time.rich,r.env.rich,p.env.rich,r.MRD.rich,p.MRD.rich,r.PSV.rich,p.PSV.rich,r.env.MRD,p.env.MRD,r.env.PSV,p.env.PSV,r.ext.reg,p.ext.reg,r.rich.ext,p.rich.ext,n.regions,clade.origin.time,global.richness,extant.richness,max.RD,MRD.range,MRD.mean,MRD.var,MRD.rich.slope,MRD.env.slope,PSV.range,PSV.mean,PSV.var,PSV.rich.slope,PSV.env.slope,n.div.regions,gamma.stat,clade.richness,tree.beta
4217,2214,1e+05,0.832599493385062,0.00279245748889334,0.997737473206416,1.14333431611158e-10,-0.989261320678801,5.7434654019004e-08,0.940928990215855,4.95852941824193e-05,-0.99318185381257,9.37746698875745e-09,0.942406038687772,4.48900060669999e-05,-0.814237535218293,0.00413585527390157,-0.817165506592649,0.00389584332957752,10,16,2213,2213,53,36.0881860075408,32.3794918854789,157.24638222051,-0.106290830587142,-1.13121741265628,0.130939390815287,0.940548818628299,0.00197156488799518,0.00035797840421733,0.00380076109655565,10,15.337866625433,2213,-0.398632706286627
4217,2215,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,225,19,19,7,0.111111111111111,4.94444444444444,0.0061728395061728,-0.00694444444444441,-0.0305555555555549,0.45601125407985,0.499927451144159,0.103973131923739,0.0285007033799906,0.125403094871956,2,1.3624340255823,19,0.836016091781579
4217,2216,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25596,14,14,6,0.307692307692307,4.15384615384615,0.0473372781065088,0.027972027972028,0.0846153846153831,0.304860057151601,0.51707440253419,0.0464698272232386,0.0277145506501455,0.0838365157166886,2,2.42879904755417,14,1.84500654517182
4217,2221,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,52477,9,9,5,0,3.66666666666667,NA,NA,NA,0,0.555557893604734,NA,NA,NA,1,2.6506552741717,9,0.208305153872246
4217,2233,1e+05,0.842339602878895,0.0022245651941708,0.997576042449396,1.50596424219884e-10,-0.987167023525037,1.16837948385336e-07,0.946519760779606,3.35431280888976e-05,-0.993453559524637,7.97229114681311e-09,0.941425993733581,4.79666889807717e-05,-0.813719516086123,0.00417939444175168,-0.828761751561387,0.00304250488504479,10,27,2194,2194,52,35.8079108391608,31.4133879623503,155.804913759416,-0.108572611913551,-1.12632861979336,0.130299667766022,0.940566747207078,0.00196348127069669,0.000369557600046067,0.00378901689008529,10,15.3209310932803,2194,-0.391041278134224
4217,2234,1e+05,0.790305382141977,0.209694617858023,0.936564853956037,0.0634351460439626,-0.607781300907594,0.392218699092406,0.993401952609258,0.0731714930397807,-0.751968972458844,0.248031027541156,0.923435224792824,0.250738103107337,-0.863124143941385,0.136875856058615,-0.875014498284277,0.124985501715723,4,34,147,147,16,4.64833333333333,11.2923085585586,4.33497537182453,-0.0327865788142136,-0.333504391891895,0.074105369248968,0.916164561513052,0.00161000226180689,0.0011800364711492,0.010189488271733,3,2.02857576619965,147,-0.274259060946428
4217,2235,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,52653,9,9,7,0,4.22222222222222,NA,NA,NA,0,0.470888687069226,NA,NA,NA,1,2.17526273090364,9,-1.7425997637002
4217,2243,1e+05,0.795978697421208,0.204021302578792,0.902794484475543,0.0972055155244573,-0.528761799709012,0.471238200290988,0.976245322762775,0.13903788952778,-0.747836650241217,0.252163349758783,0.907794311025136,0.275530007076498,-0.827027200777595,0.172972799222405,-0.883756346352585,0.116243653647414,4,71,138,138,15,4.23863636363636,10.3947328009828,3.53961547804645,-0.0274967975435919,-0.299704391891894,0.0708202165029012,0.91539958617691,0.00152152676125432,0.00121149127716424,0.00973777976914878,3,1.63211624541964,138,-0.0909278394411296
4217,2244,1e+05,0.793454317205018,0.206545682794982,0.859815353242746,0.140184646757254,-0.446747839599571,0.553252160400429,0.986053374988969,0.106447563086673,-0.741340841288899,0.2586591587111,0.809946772239749,0.398991875033483,-0.787312963223351,0.212687036776648,-0.896316956031824,0.103683043968176,4,153,130,130,14,3.77155172413793,9.51150396085741,2.73522958192047,-0.0214884303003465,-0.261169909133273,0.0637988855578926,0.911393200542933,0.00122101097964836,0.00115022633857503,0.00778303453444374,3,1.67789749929284,130,0.0413178652154993
4217,2245,1e+05,0.769593532149935,0.230406467850065,0.705387655072977,0.294612344927023,-0.131399938971727,0.868600061028273,0.980921743891078,0.124553905842849,-0.692799111987369,0.307200888012631,0.207179646391192,0.867143074253397,-0.667469774424746,0.332530225575254,-0.938773333431229,0.0612266665687713,4,189,108,108,13,3.14527027027027,8.72364620054837,1.89942745774021,-0.00614588066703138,-0.203388782804545,0.0557897817753645,0.894221881574635,0.000860692759198847,0.00107824338519702,0.00167149028217374,3,1.37243401689652,108,-0.0112900179949603
