spp.name,region,extant,env.opt,time.of.origin,time.of.extinction,time.of.sp.origin,reg.env,carry.cap,time.of.sp.extinction
1,7,0,36.3636363636364,60,61,0,25.4545454545455,40000,30001
1,8,1,36.3636363636364,5,30001,0,29.0909090909091,40000,30001
1,10,1,36.3636363636364,0,30001,0,36.3636363636364,40000,30001
1,9,1,36.3636363636364,1,30001,0,32.7272727272727,40000,30001
2,7,0,34.9688508947338,104,105,12,25.4545454545455,40000,30001
2,8,1,34.9688508947338,14,30001,12,29.0909090909091,40000,30001
2,7,0,34.9688508947338,21,22,12,25.4545454545455,40000,30001
2,7,0,34.9688508947338,156,157,12,25.4545454545455,40000,30001
2,7,0,34.9688508947338,89,91,12,25.4545454545455,40000,30001
2,10,1,34.9688508947338,13,30001,12,36.3636363636364,40000,30001
2,7,0,34.9688508947338,124,125,12,25.4545454545455,40000,30001
2,9,1,34.9688508947338,12,30001,12,32.7272727272727,40000,30001
2,7,0,34.9688508947338,178,179,12,25.4545454545455,40000,30001
3,7,0,34.6628792432584,131,134,18,25.4545454545455,40000,30001
3,7,0,34.6628792432584,75,76,18,25.4545454545455,40000,30001
3,7,0,34.6628792432584,56,58,18,25.4545454545455,40000,30001
3,7,0,34.6628792432584,123,125,18,25.4545454545455,40000,30001
3,7,0,34.6628792432584,105,106,18,25.4545454545455,40000,30001
3,9,1,34.6628792432584,19,30001,18,32.7272727272727,40000,30001
3,7,0,34.6628792432584,118,119,18,25.4545454545455,40000,30001
3,8,1,34.6628792432584,20,30001,18,29.0909090909091,40000,30001
3,7,0,34.6628792432584,108,109,18,25.4545454545455,40000,30001
3,10,1,34.6628792432584,18,30001,18,36.3636363636364,40000,30001
3,7,0,34.6628792432584,86,88,18,25.4545454545455,40000,30001
3,7,0,34.6628792432584,142,143,18,25.4545454545455,40000,30001
3,7,0,34.6628792432584,163,164,18,25.4545454545455,40000,30001
4,10,1,36.8280453669324,25,30001,25,36.3636363636364,40000,30001
4,9,1,36.8280453669324,27,30001,25,32.7272727272727,40000,30001
4,8,1,36.8280453669324,39,30001,25,29.0909090909091,40000,30001
