sim.id,status,reg.of.origin,w,alpha,beta,sigma_E,carry.cap,energy.gradient,max.K,num.of.bins,max.time,max.richness,temperate_disturb_intensity,tropical_disturb_intensity,disturb_frequency
3375,completed,tropical,3,1e-06,1e-04,1,off,off,40000,11,30000,10000,0.99,0.75,100
