sim.id,status,reg.of.origin,w,alpha,beta,sigma_E,carry.cap,energy.gradient,max.K,num.of.bins,max.time,max.richness,temperate_disturb_intensity,tropical_disturb_intensity,disturb_frequency
3125,completed,tropical,3,1e-06,1e-04,1,on,off,40000,11,30000,3000,0.75,0.75,10
