region,spp.name,extant,env.opt,time.of.origin,time.of.extinction,time.of.sp.origin,time.of.sp.extinction,reg.env,carry.cap
7,1,0,36.3636363636364,1115,1116,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,1235,1236,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,1559,1560,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,2028,2029,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,2192,2193,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,2205,2206,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,2656,2657,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,2970,2971,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,3037,3038,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,3075,3076,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,3430,3431,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,3555,3556,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,3819,3820,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,3923,3924,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,3966,3967,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,3978,3979,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,4037,4038,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,4314,4315,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,4450,4451,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,4563,4564,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,4765,4766,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,4846,4847,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,5347,5348,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,5442,5443,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,5544,5545,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,6093,6094,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,6155,6156,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,6174,6175,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,6209,6210,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,6251,6252,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,6682,6683,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,6815,6816,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,6835,6836,0,30001,25.4545454545455,40000
7,1,0,36.3636363636364,6851,6852,0,30001,25.4545454545455,40000
